,Year,Subregion,City,Total activities,non-urgent activity,technical assistance,preventive device,dangerous leaks,urban fire,vegetation fire,mobility,practicesal,rescues,simulacrum,technical support
262,2009,Baix Empordà,Forallac,57.0,37.0,,,,3.0,3.0,10.0,,4.0,,
263,2009,Baix Empordà,Garrigoles,4.0,3.0,,,,,,1.0,,,,
264,2009,Baix Empordà,Gualta,15.0,,,,,3.0,3.0,6.0,2.0,1.0,,
265,2009,Baix Empordà,Jafre,8.0,1.0,1.0,,,1.0,,5.0,,,,
266,2009,Baix Empordà,Mont-ras,29.0,3.0,2.0,,,10.0,8.0,5.0,,1.0,,
267,2009,Baix Empordà,Palafrugell,328.0,116.0,25.0,5.0,7.0,58.0,24.0,43.0,15.0,34.0,1.0,
268,2009,Baix Empordà,Palamós,237.0,78.0,13.0,1.0,4.0,48.0,20.0,37.0,5.0,29.0,2.0,
269,2009,Baix Empordà,Palau-sator,5.0,1.0,,,,2.0,2.0,,,,,
270,2009,Baix Empordà,Pals,67.0,22.0,5.0,,,13.0,9.0,13.0,,5.0,,
271,2009,Baix Empordà,Parlavà,5.0,1.0,,,,,,4.0,,,,
272,2009,Baix Empordà,Pera,126.0,93.0,2.0,13.0,,3.0,2.0,5.0,5.0,3.0,,
273,2009,Baix Empordà,Regencós,21.0,7.0,1.0,,,3.0,6.0,2.0,1.0,1.0,,
274,2009,Baix Empordà,Rupià,6.0,3.0,,,,2.0,,1.0,,,,
275,2009,Baix Empordà,Sant Feliu de Guíxols,241.0,49.0,22.0,3.0,4.0,57.0,25.0,31.0,16.0,32.0,2.0,
276,2009,Baix Empordà,Santa Cristina d'Aro,97.0,21.0,5.0,1.0,,9.0,33.0,10.0,4.0,14.0,,
277,2009,Baix Empordà,Serra de Daró,8.0,2.0,1.0,,,,2.0,2.0,,1.0,,
278,2009,Baix Empordà,Tallada d'Empordà,16.0,5.0,,,,,4.0,7.0,,,,
279,2009,Baix Empordà,Torrent,6.0,1.0,,,,,3.0,2.0,,,,
280,2009,Baix Empordà,Torroella de Montgrí,250.0,87.0,16.0,6.0,2.0,36.0,25.0,27.0,22.0,28.0,1.0,
281,2009,Baix Empordà,Ullà,17.0,4.0,1.0,,1.0,4.0,4.0,2.0,1.0,,,
282,2009,Baix Empordà,Ullastret,7.0,2.0,,,,,5.0,,,,,
283,2009,Baix Empordà,Ultramort,1.0,1.0,,,,,,,,,,
284,2009,Baix Empordà,Vall-llobrega,16.0,5.0,2.0,,1.0,1.0,4.0,2.0,,1.0,,
285,2009,Baix Empordà,Verges,18.0,4.0,,,,5.0,3.0,5.0,,1.0,,
286,2009,Baix Empordà,Vilopriu,14.0,3.0,,,,3.0,8.0,,,,,
287,2009,Baix Llobregat,Abrera,94.0,11.0,19.0,,1.0,14.0,11.0,24.0,,14.0,,
288,2009,Baix Llobregat,Begues,280.0,76.0,79.0,10.0,2.0,15.0,5.0,37.0,9.0,47.0,,
289,2009,Baix Llobregat,Castelldefels,592.0,31.0,271.0,6.0,23.0,119.0,30.0,26.0,2.0,68.0,3.0,13.0
290,2009,Baix Llobregat,Castellví de Rosanes,41.0,3.0,18.0,,,5.0,4.0,9.0,,2.0,,
291,2009,Baix Llobregat,Cervelló,110.0,3.0,54.0,,,28.0,13.0,7.0,,5.0,,
292,2009,Baix Llobregat,Collbató,291.0,148.0,66.0,5.0,,16.0,10.0,22.0,4.0,19.0,1.0,
293,2009,Baix Llobregat,Corbera de Llobregat,167.0,73.0,46.0,,2.0,32.0,6.0,5.0,,3.0,,
294,2009,Baix Llobregat,Cornellà de Llobregat,927.0,367.0,176.0,7.0,21.0,136.0,29.0,44.0,28.0,111.0,8.0,
295,2009,Baix Llobregat,Esparreguera,169.0,18.0,43.0,,3.0,39.0,19.0,30.0,,15.0,2.0,
296,2009,Baix Llobregat,Esplugues de Llobregat,254.0,18.0,75.0,,4.0,81.0,17.0,17.0,,39.0,3.0,
297,2009,Baix Llobregat,Gavà,1086.0,441.0,263.0,1.0,17.0,104.0,58.0,41.0,83.0,69.0,5.0,4.0
298,2009,Baix Llobregat,Martorell,639.0,397.0,41.0,26.0,5.0,45.0,22.0,41.0,22.0,31.0,8.0,1.0
299,2009,Baix Llobregat,Molins de Rei,225.0,20.0,88.0,,8.0,40.0,14.0,30.0,3.0,22.0,,
300,2009,Baix Llobregat,Olesa de Montserrat,174.0,20.0,28.0,1.0,3.0,51.0,22.0,17.0,9.0,17.0,5.0,1.0
301,2009,Baix Llobregat,Pallejà,60.0,2.0,20.0,,1.0,11.0,6.0,15.0,,5.0,,
302,2009,Baix Llobregat,Palma de Cervelló,24.0,,11.0,,,3.0,1.0,7.0,,2.0,,
303,2009,Baix Llobregat,Papiol,46.0,2.0,4.0,,2.0,8.0,4.0,21.0,2.0,3.0,,
304,2009,Baix Llobregat,Prat de Llobregat,1122.0,567.0,130.0,5.0,21.0,171.0,46.0,51.0,7.0,109.0,11.0,4.0
305,2009,Baix Llobregat,Sant Andreu de la Barca,153.0,18.0,50.0,1.0,6.0,33.0,2.0,15.0,,21.0,6.0,1.0
306,2009,Baix Llobregat,Sant Boi de Llobregat,546.0,50.0,140.0,2.0,30.0,143.0,30.0,47.0,9.0,82.0,5.0,8.0
307,2009,Baix Llobregat,Sant Climent de Llobregat,179.0,53.0,38.0,9.0,,6.0,3.0,7.0,36.0,26.0,,1.0
308,2009,Baix Llobregat,Sant Esteve Sesrovires,42.0,13.0,10.0,,2.0,6.0,5.0,5.0,,,1.0,
309,2009,Baix Llobregat,Sant Feliu de Llobregat,762.0,417.0,103.0,2.0,12.0,76.0,16.0,14.0,62.0,52.0,5.0,3.0
310,2009,Baix Llobregat,Sant Joan Despí,180.0,10.0,48.0,,12.0,53.0,16.0,21.0,,17.0,3.0,
311,2009,Baix Llobregat,Sant Just Desvern,91.0,4.0,21.0,,10.0,23.0,6.0,11.0,2.0,14.0,,
312,2009,Baix Llobregat,Sant Vicenç dels Horts,255.0,14.0,95.0,,6.0,62.0,23.0,21.0,,30.0,4.0,
313,2009,Baix Llobregat,Santa Coloma de Cervelló,342.0,198.0,39.0,5.0,1.0,10.0,16.0,16.0,48.0,7.0,1.0,1.0
314,2009,Baix Llobregat,Torrelles de Llobregat,203.0,10.0,149.0,,1.0,13.0,9.0,12.0,,9.0,,
315,2009,Baix Llobregat,Vallirana,134.0,15.0,68.0,,,22.0,8.0,12.0,1.0,8.0,,
316,2009,Baix Llobregat,Viladecans,473.0,18.0,168.0,,18.0,120.0,44.0,27.0,4.0,70.0,4.0,
317,2009,Baix Penedès,Albinyana,14.0,1.0,1.0,,,3.0,4.0,5.0,,,,
318,2009,Baix Penedès,Arboç,36.0,,7.0,,,10.0,7.0,11.0,,1.0,,
319,2009,Baix Penedès,Banyeres del Penedès,48.0,1.0,18.0,,,10.0,6.0,12.0,,1.0,,
320,2009,Baix Penedès,Bellvei,43.0,5.0,11.0,,,8.0,4.0,6.0,,9.0,,
321,2009,Baix Penedès,Bisbal del Penedès,64.0,4.0,24.0,2.0,,5.0,15.0,13.0,1.0,,,
322,2009,Baix Penedès,Bonastre,13.0,3.0,,,2.0,2.0,4.0,1.0,,1.0,,
323,2009,Baix Penedès,Calafell,243.0,13.0,51.0,,1.0,74.0,34.0,34.0,,36.0,,
324,2009,Baix Penedès,Cunit,76.0,5.0,27.0,,3.0,22.0,4.0,9.0,,6.0,,
325,2009,Baix Penedès,Llorenç del Penedès,27.0,,8.0,1.0,1.0,4.0,3.0,9.0,,1.0,,
326,2009,Baix Penedès,Masllorenç,17.0,2.0,4.0,,,5.0,6.0,,,,,
327,2009,Baix Penedès,Montmell,47.0,5.0,24.0,,,1.0,8.0,4.0,,5.0,,
328,2009,Baix Penedès,Sant Jaume dels Domenys,103.0,42.0,24.0,11.0,,2.0,15.0,5.0,4.0,,,
329,2009,Baix Penedès,Santa Oliva,41.0,2.0,5.0,1.0,,20.0,5.0,3.0,,5.0,,
330,2009,Baix Penedès,Vendrell,588.0,77.0,102.0,18.0,20.0,123.0,72.0,97.0,6.0,71.0,,2.0
331,2009,Barcelonès,Badalona,1652.0,153.0,327.0,4.0,40.0,478.0,66.0,213.0,75.0,271.0,22.0,3.0
332,2009,Barcelonès,Barcelona,76.0,3.0,4.0,17.0,,10.0,5.0,8.0,12.0,4.0,3.0,10.0
333,2009,Barcelonès,Hospitalet de Llobregat,2366.0,570.0,535.0,8.0,66.0,594.0,59.0,62.0,33.0,419.0,12.0,8.0
334,2009,Barcelonès,Sant Adrià de Besòs,321.0,16.0,52.0,1.0,8.0,123.0,25.0,27.0,7.0,56.0,6.0,
335,2009,Barcelonès,Santa Coloma de Gramenet,717.0,69.0,148.0,5.0,44.0,234.0,21.0,31.0,20.0,135.0,9.0,1.0
336,2009,Berguedà,Avià,31.0,7.0,2.0,,,6.0,7.0,2.0,3.0,4.0,,
337,2009,Berguedà,Bagà,48.0,20.0,2.0,,,3.0,3.0,13.0,,6.0,1.0,
338,2009,Berguedà,Berga,408.0,75.0,40.0,9.0,16.0,70.0,23.0,48.0,56.0,68.0,1.0,2.0
339,2009,Berguedà,Borredà,11.0,,,,,1.0,1.0,2.0,1.0,6.0,,
340,2009,Berguedà,Capolat,6.0,,,,,,2.0,2.0,,2.0,,
341,2009,Berguedà,Casserres,8.0,1.0,,,,3.0,2.0,1.0,,1.0,,
342,2009,Berguedà,Castellar de n'Hug,8.0,1.0,1.0,,,1.0,,1.0,,4.0,,
343,2009,Berguedà,Castellar del Riu,10.0,1.0,,,,1.0,,3.0,1.0,4.0,,
344,2009,Berguedà,Cercs,52.0,5.0,1.0,,1.0,3.0,3.0,32.0,2.0,5.0,,
345,2009,Berguedà,Espunyola,7.0,,,,,1.0,3.0,3.0,,,,
346,2009,Berguedà,Fígols,4.0,2.0,1.0,,,,,,1.0,,,
347,2009,Berguedà,Gironella,63.0,10.0,2.0,2.0,,12.0,4.0,8.0,18.0,7.0,,
348,2009,Berguedà,Gósol,6.0,,,,,,,,,6.0,,
349,2009,Berguedà,Guardiola de Berguedà,83.0,29.0,4.0,4.0,,4.0,1.0,24.0,14.0,3.0,,
350,2009,Berguedà,Montclar,1.0,,,,,,,,,1.0,,
351,2009,Berguedà,Montmajor,8.0,1.0,1.0,1.0,,,1.0,2.0,,2.0,,
352,2009,Berguedà,Nou de Berguedà,10.0,,,,,,,10.0,,,,
353,2009,Berguedà,Olvan,8.0,1.0,,,,2.0,1.0,4.0,,,,
354,2009,Berguedà,Pobla de Lillet,22.0,8.0,,,,2.0,1.0,8.0,,3.0,,
355,2009,Berguedà,Puig-reig,62.0,10.0,5.0,5.0,1.0,11.0,2.0,7.0,8.0,11.0,2.0,
356,2009,Berguedà,Sagàs,4.0,,1.0,,,,2.0,,,1.0,,
357,2009,Berguedà,Saldes,37.0,,1.0,,,,1.0,,9.0,26.0,,
358,2009,Berguedà,Sant Jaume de Frontanyà,3.0,2.0,,,,,,1.0,,,,
359,2009,Berguedà,Sant Julià de Cerdanyola,2.0,,,,,,1.0,1.0,,,,
360,2009,Berguedà,Santa Maria de Merlès,17.0,8.0,2.0,,,,4.0,2.0,1.0,,,
361,2009,Berguedà,Vallcebre,3.0,,1.0,,,,1.0,1.0,,,,
362,2009,Berguedà,Vilada,5.0,,,,,1.0,,1.0,2.0,1.0,,
363,2009,Berguedà,Viver i Serrateix,1.0,,,,,,1.0,,,,,
364,2009,Cerdanya,Alp,95.0,6.0,9.0,3.0,1.0,13.0,5.0,19.0,25.0,11.0,2.0,1.0
365,2009,Cerdanya,Bellver de Cerdanya,85.0,1.0,25.0,3.0,,17.0,7.0,13.0,10.0,8.0,1.0,
366,2009,Cerdanya,Bolvir,17.0,,5.0,,,4.0,3.0,4.0,,1.0,,
367,2009,Cerdanya,Das,4.0,,,,,1.0,2.0,,1.0,,,
368,2009,Cerdanya,Fontanals de Cerdanya,25.0,1.0,4.0,,,1.0,8.0,6.0,,5.0,,
369,2009,Cerdanya,Ger,4.0,,,,,1.0,,3.0,,,,
370,2009,Cerdanya,Guils de Cerdanya,7.0,,2.0,,,2.0,,,,3.0,,
371,2009,Cerdanya,Isòvol,7.0,,,1.0,,3.0,1.0,1.0,1.0,,,
372,2009,Cerdanya,Lles de Cerdanya,12.0,,2.0,1.0,,1.0,3.0,1.0,2.0,2.0,,
373,2009,Cerdanya,Llívia,36.0,1.0,5.0,2.0,3.0,9.0,3.0,7.0,2.0,3.0,,1.0
374,2009,Cerdanya,Meranges,8.0,,1.0,1.0,,,,,2.0,4.0,,
375,2009,Cerdanya,Montellà i Martinet,20.0,,1.0,,,2.0,,3.0,4.0,10.0,,
376,2009,Cerdanya,Prats i Sansor,10.0,,5.0,,,2.0,,1.0,,2.0,,
377,2009,Cerdanya,Prullans,8.0,,,1.0,,1.0,4.0,2.0,,,,
378,2009,Cerdanya,Puigcerdà,194.0,2.0,54.0,12.0,13.0,34.0,14.0,16.0,24.0,21.0,1.0,3.0
379,2009,Cerdanya,Riu de Cerdanya,1.0,,,,,,,,,1.0,,
380,2009,Cerdanya,Urús,11.0,,2.0,2.0,,1.0,,3.0,1.0,2.0,,
381,2009,Conca de Barberà,Barberà de la Conca,20.0,2.0,3.0,,,4.0,5.0,4.0,,2.0,,
382,2009,Conca de Barberà,Blancafort,10.0,1.0,2.0,,,,2.0,4.0,,1.0,,
383,2009,Conca de Barberà,Conesa,3.0,2.0,,,,,1.0,,,,,
384,2009,Conca de Barberà,Espluga de Francolí,51.0,14.0,3.0,,,7.0,13.0,10.0,3.0,1.0,,
385,2009,Conca de Barberà,Forès,4.0,1.0,1.0,,,,,1.0,,1.0,,
386,2009,Conca de Barberà,Llorac,5.0,,3.0,,,,1.0,,,1.0,,
387,2009,Conca de Barberà,Montblanc,300.0,139.0,28.0,25.0,2.0,26.0,30.0,31.0,11.0,7.0,1.0,
388,2009,Conca de Barberà,Passanant,4.0,1.0,,,,1.0,,,2.0,,,
389,2009,Conca de Barberà,Piles,6.0,,2.0,,,,1.0,3.0,,,,
390,2009,Conca de Barberà,Pira,11.0,,,,,1.0,4.0,5.0,,1.0,,
391,2009,Conca de Barberà,Pontils,5.0,,2.0,,,,2.0,1.0,,,,
392,2009,Conca de Barberà,Rocafort de Queralt,3.0,1.0,1.0,,,,,,,1.0,,
393,2009,Conca de Barberà,Santa Coloma de Queralt,59.0,19.0,17.0,5.0,,3.0,6.0,9.0,,,,
394,2009,Conca de Barberà,Sarral,39.0,9.0,12.0,2.0,,1.0,3.0,9.0,2.0,,1.0,
395,2009,Conca de Barberà,Savallà del Comtat,1.0,1.0,,,,,,,,,,
396,2009,Conca de Barberà,Senan,5.0,2.0,1.0,,,,2.0,,,,,
397,2009,Conca de Barberà,Solivella,11.0,1.0,3.0,,,3.0,,4.0,,,,
398,2009,Conca de Barberà,Vallclara,16.0,8.0,1.0,,,,1.0,4.0,,2.0,,
399,2009,Conca de Barberà,Vallfogona de Riucorb,3.0,,,,,1.0,,,,2.0,,
400,2009,Conca de Barberà,Vilanova de Prades,3.0,,,1.0,,,,2.0,,,,
401,2009,Conca de Barberà,Vilaverd,12.0,,,1.0,,,5.0,6.0,,,,
402,2009,Conca de Barberà,Vimbodí i Poblet,49.0,13.0,2.0,1.0,,4.0,8.0,16.0,,5.0,,
403,2009,Garraf,Canyelles,38.0,7.0,9.0,,,4.0,5.0,9.0,,4.0,,
404,2009,Garraf,Cubelles,91.0,10.0,20.0,1.0,3.0,25.0,9.0,10.0,,13.0,,
405,2009,Garraf,Olivella,54.0,5.0,27.0,,,7.0,7.0,6.0,,1.0,1.0,
406,2009,Garraf,Sant Pere de Ribes,202.0,8.0,48.0,,6.0,69.0,21.0,20.0,1.0,27.0,2.0,
407,2009,Garraf,Sitges,503.0,55.0,131.0,20.0,14.0,64.0,30.0,54.0,26.0,103.0,4.0,2.0
408,2009,Garraf,Vilanova i la Geltrú,1072.0,297.0,154.0,8.0,13.0,266.0,72.0,40.0,59.0,154.0,3.0,6.0
409,2009,Garrigues,Albagés,9.0,,,1.0,,,4.0,,,4.0,,
410,2009,Garrigues,Albi,16.0,,2.0,1.0,,3.0,7.0,3.0,,,,
411,2009,Garrigues,Arbeca,24.0,,1.0,1.0,,3.0,11.0,1.0,,7.0,,
412,2009,Garrigues,Bellaguarda,6.0,,1.0,,,,4.0,1.0,,,,
413,2009,Garrigues,Borges Blanques,173.0,34.0,19.0,14.0,1.0,23.0,32.0,23.0,4.0,20.0,1.0,2.0
414,2009,Garrigues,Bovera,3.0,,1.0,,,2.0,,,,,,
415,2009,Garrigues,Castelldans,25.0,,,1.0,,2.0,7.0,10.0,,5.0,,
416,2009,Garrigues,Cervià de les Garrigues,11.0,,,,,2.0,4.0,3.0,,2.0,,
417,2009,Garrigues,Cogul,1.0,,,,,,,,,1.0,,
418,2009,Garrigues,Espluga Calba,9.0,,1.0,,,1.0,2.0,1.0,2.0,2.0,,
419,2009,Garrigues,Floresta,4.0,,,,,,4.0,,,,,
420,2009,Garrigues,Fulleda,3.0,,,2.0,,,1.0,,,,,
421,2009,Garrigues,Granadella,66.0,10.0,27.0,7.0,,1.0,7.0,6.0,4.0,2.0,,2.0
422,2009,Garrigues,Granyena de les Garrigues,7.0,,,,,1.0,,4.0,,2.0,,
423,2009,Garrigues,Juncosa,6.0,,,2.0,,,2.0,,,2.0,,
424,2009,Garrigues,Juneda,49.0,,5.0,4.0,3.0,10.0,8.0,12.0,,7.0,,
425,2009,Garrigues,Omellons,9.0,,,4.0,,1.0,,2.0,,2.0,,
426,2009,Garrigues,Pobla de Cérvoles,8.0,,1.0,1.0,,1.0,,,,5.0,,
427,2009,Garrigues,Puiggròs,13.0,,1.0,,1.0,,5.0,5.0,,1.0,,
428,2009,Garrigues,Soleràs,1.0,,,,,1.0,,,,,,
429,2009,Garrigues,Tarrés,4.0,,,,,1.0,1.0,1.0,,1.0,,
430,2009,Garrigues,Torms,2.0,,,,,,2.0,,,,,
431,2009,Garrigues,Vilosell,3.0,,1.0,1.0,,,1.0,,,,,
432,2009,Garrigues,Vinaixa,15.0,,,,,1.0,6.0,8.0,,,,
433,2009,Garrotxa,Argelaguer,5.0,3.0,,,,2.0,,,,,,
434,2009,Garrotxa,Besalú,22.0,6.0,2.0,,1.0,3.0,1.0,7.0,1.0,1.0,,
435,2009,Garrotxa,Beuda,8.0,4.0,,,,2.0,,1.0,,1.0,,
436,2009,Garrotxa,Castellfollit de la Roca,12.0,5.0,,,,2.0,,2.0,1.0,2.0,,
437,2009,Garrotxa,Maià de Montcal,12.0,5.0,,,,,2.0,5.0,,,,
438,2009,Garrotxa,Mieres,7.0,4.0,,,,1.0,,1.0,1.0,,,
439,2009,Garrotxa,Montagut,24.0,4.0,1.0,1.0,,3.0,,3.0,6.0,6.0,,
440,2009,Garrotxa,Olot,363.0,108.0,34.0,8.0,5.0,51.0,13.0,52.0,42.0,47.0,2.0,1.0
441,2009,Garrotxa,Planes d'Hostoles,25.0,8.0,2.0,,,6.0,1.0,6.0,,2.0,,
442,2009,Garrotxa,Preses,24.0,3.0,1.0,,,6.0,2.0,3.0,7.0,2.0,,
443,2009,Garrotxa,Riudaura,7.0,1.0,,,,1.0,,5.0,,,,
444,2009,Garrotxa,Sales de Llierca,9.0,2.0,,,,1.0,1.0,,1.0,4.0,,
445,2009,Garrotxa,Sant Aniol de Finestres,5.0,1.0,,,,2.0,,1.0,,1.0,,
446,2009,Garrotxa,Sant Feliu de Pallerols,18.0,6.0,1.0,,1.0,3.0,3.0,2.0,1.0,1.0,,
447,2009,Garrotxa,Sant Ferriol,5.0,2.0,,,,,1.0,2.0,,,,
448,2009,Garrotxa,Sant Jaume de Llierca,8.0,3.0,1.0,,,2.0,,2.0,,,,
449,2009,Garrotxa,Sant Joan les Fonts,30.0,8.0,1.0,,1.0,5.0,5.0,5.0,,5.0,,
450,2009,Garrotxa,Santa Pau,15.0,4.0,,,,3.0,3.0,2.0,1.0,2.0,,
451,2009,Garrotxa,Tortellà,11.0,5.0,,,,3.0,1.0,,1.0,1.0,,
452,2009,Garrotxa,Vall de Bianya,17.0,3.0,1.0,,,4.0,1.0,5.0,,3.0,,
453,2009,Garrotxa,Vall d'en Bas,41.0,9.0,5.0,1.0,,8.0,1.0,4.0,5.0,8.0,,
454,2009,Gironès,Aiguaviva,35.0,5.0,1.0,,,9.0,5.0,11.0,,3.0,1.0,
455,2009,Gironès,Bescanó,64.0,8.0,24.0,,1.0,7.0,6.0,10.0,,8.0,,
456,2009,Gironès,Bordils,22.0,5.0,1.0,,,5.0,3.0,7.0,1.0,,,
457,2009,Gironès,Campllong,10.0,4.0,1.0,,1.0,1.0,2.0,1.0,,,,
458,2009,Gironès,Canet d'Adri,9.0,4.0,1.0,,,1.0,1.0,1.0,,1.0,,
459,2009,Gironès,Cassà de la Selva,143.0,65.0,13.0,1.0,1.0,17.0,8.0,20.0,4.0,12.0,2.0,
460,2009,Gironès,Celrà,71.0,24.0,8.0,1.0,1.0,12.0,1.0,16.0,1.0,4.0,2.0,1.0
461,2009,Gironès,Cervià de Ter,11.0,1.0,1.0,,,2.0,1.0,6.0,,,,
462,2009,Gironès,Flaçà,24.0,4.0,1.0,,1.0,2.0,6.0,8.0,,2.0,,
463,2009,Gironès,Fornells de la Selva,31.0,2.0,5.0,,,6.0,6.0,9.0,1.0,2.0,,
464,2009,Gironès,Girona,1491.0,286.0,197.0,35.0,29.0,322.0,54.0,276.0,25.0,237.0,17.0,13.0
465,2009,Gironès,Juià,4.0,2.0,,,,,1.0,1.0,,,,
466,2009,Gironès,Llagostera,175.0,98.0,7.0,7.0,1.0,14.0,21.0,20.0,,7.0,,
467,2009,Gironès,Llambilles,18.0,6.0,,,,4.0,2.0,6.0,,,,
468,2009,Gironès,Madremanya,9.0,4.0,1.0,,,1.0,1.0,1.0,,1.0,,
469,2009,Gironès,Quart,45.0,16.0,1.0,1.0,1.0,6.0,5.0,8.0,1.0,6.0,,
470,2009,Gironès,Salt,275.0,21.0,35.0,,8.0,101.0,15.0,25.0,,67.0,3.0,
471,2009,Gironès,Sant Andreu Salou,8.0,2.0,,,,4.0,1.0,1.0,,,,
472,2009,Gironès,Sant Gregori,38.0,7.0,4.0,,1.0,7.0,5.0,10.0,1.0,3.0,,
473,2009,Gironès,Sant Joan de Mollet,4.0,,1.0,,,1.0,2.0,,,,,
474,2009,Gironès,Sant Jordi Desvalls,10.0,5.0,2.0,,,1.0,1.0,1.0,,,,
475,2009,Gironès,Sant Julià de Ramis,55.0,2.0,4.0,,,9.0,2.0,32.0,,6.0,,
476,2009,Gironès,Sant Martí de Llémena,15.0,,4.0,,1.0,1.0,2.0,3.0,,4.0,,
477,2009,Gironès,Sant Martí Vell,18.0,14.0,1.0,,,,,2.0,,1.0,,
478,2009,Gironès,Sarrià de Ter,53.0,8.0,6.0,,1.0,15.0,2.0,15.0,,5.0,1.0,
479,2009,Gironès,Vilablareix,27.0,2.0,,,1.0,7.0,4.0,10.0,,3.0,,
480,2009,Gironès,Viladasens,8.0,1.0,,,,1.0,1.0,5.0,,,,
481,2009,Maresme,Alella,58.0,8.0,7.0,,2.0,17.0,13.0,4.0,1.0,4.0,2.0,
482,2009,Maresme,Arenys de Mar,326.0,94.0,72.0,5.0,4.0,25.0,4.0,44.0,13.0,63.0,2.0,
483,2009,Maresme,Arenys de Munt,81.0,3.0,31.0,,,11.0,3.0,28.0,,3.0,2.0,
484,2009,Maresme,Argentona,103.0,6.0,13.0,,2.0,15.0,22.0,30.0,,12.0,3.0,
485,2009,Maresme,Cabrera de Mar,58.0,7.0,10.0,1.0,,10.0,17.0,8.0,,5.0,,
486,2009,Maresme,Cabrils,37.0,,8.0,,,13.0,3.0,7.0,,5.0,1.0,
487,2009,Maresme,Caldes d'Estrac,24.0,2.0,4.0,,2.0,5.0,2.0,3.0,,5.0,1.0,
488,2009,Maresme,Calella,187.0,22.0,40.0,2.0,5.0,46.0,16.0,24.0,1.0,29.0,1.0,1.0
489,2009,Maresme,Canet de Mar,70.0,9.0,14.0,,6.0,16.0,2.0,8.0,,8.0,7.0,
490,2009,Maresme,Dosrius,103.0,58.0,9.0,,,12.0,5.0,13.0,1.0,5.0,,
491,2009,Maresme,Malgrat de Mar,387.0,170.0,42.0,8.0,5.0,52.0,16.0,39.0,19.0,32.0,4.0,
492,2009,Maresme,Masnou,78.0,,17.0,2.0,1.0,25.0,2.0,7.0,2.0,21.0,1.0,
493,2009,Maresme,Mataró,1231.0,220.0,221.0,4.0,16.0,294.0,47.0,83.0,98.0,230.0,15.0,3.0
494,2009,Maresme,Montgat,55.0,1.0,11.0,,3.0,14.0,7.0,7.0,,12.0,,
495,2009,Maresme,Òrrius,9.0,2.0,2.0,,,3.0,,,,2.0,,
496,2009,Maresme,Palafolls,79.0,15.0,10.0,,1.0,15.0,8.0,19.0,6.0,4.0,1.0,
497,2009,Maresme,Pineda de Mar,448.0,164.0,69.0,1.0,5.0,50.0,15.0,54.0,21.0,62.0,6.0,1.0
498,2009,Maresme,Premià de Dalt,69.0,3.0,11.0,,1.0,28.0,9.0,6.0,,11.0,,
499,2009,Maresme,Premià de Mar,109.0,1.0,22.0,2.0,3.0,38.0,3.0,13.0,4.0,22.0,1.0,
500,2009,Maresme,Sant Andreu de Llavaneres,57.0,,6.0,,2.0,13.0,5.0,13.0,,16.0,2.0,
501,2009,Maresme,Sant Cebrià de Vallalta,100.0,66.0,6.0,1.0,,7.0,10.0,5.0,,5.0,,
502,2009,Maresme,Sant Iscle de Vallalta,17.0,4.0,1.0,,,1.0,,5.0,,3.0,3.0,
503,2009,Maresme,Sant Pol de Mar,39.0,2.0,6.0,,,9.0,8.0,11.0,,3.0,,
504,2009,Maresme,Sant Vicenç de Montalt,32.0,4.0,5.0,,,7.0,6.0,5.0,,5.0,,
505,2009,Maresme,Santa Susanna,53.0,6.0,11.0,,,12.0,8.0,12.0,,3.0,1.0,
506,2009,Maresme,Teià,21.0,5.0,3.0,,,4.0,4.0,3.0,,2.0,,
507,2009,Maresme,Tiana,47.0,3.0,9.0,,,12.0,7.0,6.0,,10.0,,
508,2009,Maresme,Tordera,301.0,108.0,34.0,2.0,1.0,51.0,29.0,52.0,5.0,19.0,,
509,2009,Maresme,Vilassar de Dalt,40.0,2.0,7.0,2.0,1.0,15.0,3.0,3.0,,7.0,,
510,2009,Maresme,Vilassar de Mar,89.0,,15.0,1.0,2.0,31.0,7.0,14.0,,18.0,1.0,
511,2009,Montsià,Alcanar,92.0,1.0,15.0,1.0,3.0,14.0,24.0,31.0,,3.0,,
512,2009,Montsià,Amposta,387.0,38.0,55.0,12.0,4.0,57.0,63.0,63.0,26.0,53.0,8.0,8.0
513,2009,Montsià,Freginals,18.0,,2.0,,,2.0,6.0,7.0,,1.0,,
514,2009,Montsià,Galera,14.0,,1.0,,,2.0,5.0,5.0,,1.0,,
515,2009,Montsià,Godall,6.0,2.0,,,,,2.0,2.0,,,,
516,2009,Montsià,Mas de Barberans,21.0,3.0,,,,3.0,7.0,5.0,,3.0,,
517,2009,Montsià,Masdenverge,16.0,1.0,,,,5.0,3.0,7.0,,,,
518,2009,Montsià,Sant Carles de la Ràpita,117.0,7.0,10.0,,2.0,36.0,20.0,23.0,2.0,13.0,3.0,1.0
519,2009,Montsià,Sant Jaume d'Enveja,17.0,,3.0,,,6.0,4.0,3.0,,1.0,,
520,2009,Montsià,Santa Bàrbara,43.0,1.0,4.0,,,24.0,5.0,7.0,,2.0,,
521,2009,Montsià,Sénia,77.0,32.0,5.0,,,7.0,17.0,11.0,,5.0,,
522,2009,Montsià,Ulldecona,207.0,59.0,23.0,2.0,1.0,19.0,40.0,30.0,7.0,25.0,1.0,
523,2009,Noguera,Àger,67.0,13.0,13.0,11.0,,2.0,3.0,10.0,5.0,9.0,,1.0
