,DATE OF FIRE,SUBREGION ID,SUBREGION,CITY ID,CITY,HA WOODED,HA NOT WOODED,HA NO FOREST,HA FOREST
1866,09/11/2013,20,Gironès,170904,Llambilles,0.0,0.0,0.0,0.0
1867,09/11/2013,33,Segrià,251023,"Granja d'Escarp, la",0.0,0.0,0.0,0.0
1868,09/11/2013,33,Segrià,251023,"Granja d'Escarp, la",0.0,0.03,0.0,0.03
1869,10/11/2013,11,Baix Llobregat,80765,Esparreguera,0.0,0.02,0.0,0.02
1870,10/11/2013,3,Alt Penedès,82877,Torrelavit,0.0,0.1,0.0,0.1
1871,10/11/2013,18,Garrigues,250978,Fulleda,0.16,0.0,0.0,0.16
1872,10/11/2013,33,Segrià,251023,"Granja d'Escarp, la",0.0,0.02,0.0,0.02
1873,10/11/2013,33,Segrià,251023,"Granja d'Escarp, la",0.0,0.01,0.0,0.01
1874,10/11/2013,22,Montsià,430445,"Sénia, la",0.0,1.73,0.0,1.73
1875,11/11/2013,2,Alt Empordà,171404,"Port de la Selva, el",0.0,0.0,0.0,0.0
1876,11/11/2013,2,Alt Empordà,170470,Castelló d'Empúries,0.0,0.6,12.4,0.6
1877,11/11/2013,10,Baix Empordà,172327,Vilopriu,431.72,88.64,213.92,520.36
1878,11/11/2013,20,Gironès,170502,Cervià de Ter,2.68,0.0,0.4,2.68
1879,11/11/2013,20,Gironès,170890,Llagostera,0.44,0.0,0.0,0.44
1880,11/11/2013,2,Alt Empordà,170519,Cistella,0.05,0.0,0.0,0.05
1881,11/11/2013,6,Anoia,81653,"Pobla de Claramunt, la",0.0,0.3,0.0,0.3
1882,11/11/2013,25,Pallars Jussà,251155,Isona i Conca Dellà,0.0,0.24,0.0,0.24
1883,11/11/2013,29,Priorat,430960,"Morera de Montsant, la",0.0,0.2,0.0,0.2
1884,12/11/2013,34,Selva,170078,Amer,0.1,0.0,0.0,0.1
1885,12/11/2013,12,Baix Penedès,431378,Sant Jaume dels Domenys,0.03,0.0,0.0,0.03
1886,13/11/2013,6,Anoia,81859,Rubió,0.0,0.02,0.24,0.02
1887,13/11/2013,16,Conca de Barberà,431476,Solivella,0.0,0.14,0.04,0.14
1888,13/11/2013,29,Priorat,431140,Porrera,0.0,0.0,0.0,0.0
1889,13/11/2013,33,Segrià,251207,Lleida,0.0,0.02,0.0,0.02
1890,13/11/2013,33,Segrià,250387,Aitona,0.0,0.2,0.0,0.2
1891,14/11/2013,8,Baix Camp,430923,Mont-roig del Camp,0.0,0.9,3.2,0.9
1892,14/11/2013,33,Segrià,252326,Torres de Segre,0.0,0.04,0.01,0.04
1893,15/11/2013,20,Gironès,170792,Girona,0.06,0.0,0.0,0.06
1894,15/11/2013,6,Anoia,81022,Igualada,0.0,0.03,0.0,0.03
1895,15/11/2013,5,Alta Ribagorça,251734,"Pont de Suert, el",0.0,0.01,0.0,0.01
1896,26/11/2013,2,Alt Empordà,170669,Figueres,0.0,0.2,0.0,0.2
1897,26/11/2013,12,Baix Penedès,431634,"Vendrell, el",0.0,0.35,0.0,0.35
1898,27/11/2013,21,Maresme,82819,Teià,0.0,0.01,0.0,0.01
1899,30/11/2013,9,Baix Ebre,431554,Tortosa,0.0,0.18,0.0,0.18
1900,01/12/2013,21,Maresme,81555,Palafolls,0.0,0.0,0.0,0.0
1901,01/12/2013,17,Garraf,83073,Vilanova i la Geltrú,0.01,0.0,0.0,0.01
1902,01/12/2013,9,Baix Ebre,431042,"Perelló, el",0.08,0.0,0.0,0.08
1903,02/12/2013,9,Baix Ebre,430252,Benifallet,1.6,1.0,0.0,2.6
1904,03/12/2013,10,Baix Empordà,171609,Sant Feliu de Guíxols,0.04,0.0,0.1,0.04
1905,03/12/2013,34,Selva,170237,Blanes,0.01,0.0,0.0,0.01
1906,03/12/2013,34,Selva,170237,Blanes,0.0,0.0,0.0,0.0
1907,03/12/2013,34,Selva,170237,Blanes,0.0,0.0,0.0,0.0
1908,03/12/2013,34,Selva,170237,Blanes,0.03,0.0,0.0,0.03
1909,03/12/2013,34,Selva,170237,Blanes,0.0,0.0,0.0,0.0
1910,03/12/2013,34,Selva,170237,Blanes,0.0,0.0,0.0,0.0
1911,03/12/2013,34,Selva,170237,Blanes,0.04,0.0,0.0,0.04
1912,03/12/2013,34,Selva,170237,Blanes,0.0,0.0,0.0,0.0
1913,03/12/2013,34,Selva,170237,Blanes,0.0,0.0,0.0,0.0
1914,03/12/2013,34,Selva,170237,Blanes,0.0,0.0,0.0,0.0
1915,03/12/2013,9,Baix Ebre,430252,Benifallet,0.0,0.0,0.0,0.0
1916,04/12/2013,3,Alt Penedès,80654,Castellví de la Marca,0.0,0.01,0.0,0.01
1917,05/12/2013,21,Maresme,82140,Vilassar de Dalt,0.0,0.01,0.0,0.01
1918,05/12/2013,13,Barcelonès,80193,Barcelona,1.04,2.26,0.0,3.3
1919,05/12/2013,40,Vallès Occidental,81878,Sabadell,0.0,0.18,0.0,0.18
1920,08/12/2013,40,Vallès Occidental,82798,Terrassa,0.0,0.02,0.0,0.02
1921,10/12/2013,24,Osona,82331,Sant Pere de Torelló,0.55,0.0,0.0,0.55
1922,10/12/2013,14,Berguedà,80459,Capolat,0.0,0.45,0.0,0.45
1923,12/12/2013,22,Montsià,430688,Godall,0.0,0.08,0.0,0.08
1924,14/12/2013,20,Gironès,171864,Sarrià de Ter,0.03,0.0,0.01,0.03
1925,14/12/2013,4,Alt Urgell,251654,Peramola,0.0,0.2,0.0,0.2
1926,14/12/2013,9,Baix Ebre,439060,"Ampolla, l'",0.0,0.02,0.0,0.02
1927,15/12/2013,3,Alt Penedès,81458,Olèrdola,0.04,0.0,0.0,0.04
1928,15/12/2013,3,Alt Penedès,82270,Sant Martí Sarroca,0.02,0.0,0.0,0.02
1929,16/12/2013,20,Gironès,171557,Salt,0.1,0.0,0.0,0.1
1930,16/12/2013,11,Baix Llobregat,81234,Molins de Rei,0.0,0.01,0.0,0.01
1931,16/12/2013,3,Alt Penedès,82270,Sant Martí Sarroca,0.0,0.0,0.0,0.0
1932,17/12/2013,3,Alt Penedès,82270,Sant Martí Sarroca,0.0,0.0,0.0,0.0
1933,18/12/2013,3,Alt Penedès,82270,Sant Martí Sarroca,0.0,0.0,0.0,0.0
1934,19/12/2013,34,Selva,170097,Arbúcies,0.08,0.0,0.0,0.08
1935,29/12/2013,42,Moianès,82397,Sant Quirze Safaja,0.0,0.0,0.0,0.0
1936,04/01/2014,16,Conca de Barberà,431763,Vimbodí i Poblet,0.0,0.02,0.0,0.02
1937,08/01/2014,39,Aran,252430,Vielha e Mijaran,0.0,0.8,0.0,0.8
1938,10/01/2014,31,Ripollès,171077,Molló,0.3,0.67,0.0,0.97
1939,12/01/2014,39,Aran,252430,Vielha e Mijaran,0.0,1.6,0.0,1.6
1940,24/01/2014,3,Alt Penedès,80654,Castellví de la Marca,0.07,0.0,0.0,0.07
1941,25/01/2014,25,Pallars Jussà,252022,Senterada,0.0,0.04,0.0,0.04
1942,26/01/2014,21,Maresme,80039,Alella,0.0,0.01,0.0,0.01
1943,26/01/2014,21,Maresme,82824,Tiana,0.0,9.6,0.0,9.6
1944,26/01/2014,16,Conca de Barberà,430862,Montblanc,0.0,0.35,0.0,0.35
1945,28/01/2014,33,Segrià,252108,Soses,0.0,0.06,0.0,0.06
1946,29/01/2014,40,Vallès Occidental,81252,Montcada i Reixac,0.0,0.07,0.0,0.07
1947,31/01/2014,14,Berguedà,82687,Cercs,0.0,0.0,0.0,0.0
1948,01/02/2014,22,Montsià,430629,Freginals,0.0,0.03,0.0,0.03
1949,01/02/2014,8,Baix Camp,431628,Vandellòs i l'Hospitalet de l'Infant,0.0,0.01,0.0,0.01
1950,04/02/2014,5,Alta Ribagorça,251734,"Pont de Suert, el",0.0,0.9,0.0,0.9
1951,04/02/2014,9,Baix Ebre,439039,Camarles,0.0,0.08,0.0,0.08
1952,06/02/2014,41,Vallès Oriental,81810,"Roca del Vallès, la",0.02,0.0,0.0,0.02
1953,07/02/2014,12,Baix Penedès,430379,Calafell,0.0,0.33,0.0,0.33
1954,09/02/2014,9,Baix Ebre,431554,Tortosa,0.0,0.0,0.0,0.0
1955,12/02/2014,3,Alt Penedès,81228,Mediona,0.0,0.02,0.0,0.02
1956,12/02/2014,2,Alt Empordà,171289,Pau,0.0,0.8,0.2,0.8
1957,13/02/2014,4,Alt Urgell,250886,Estamariu,0.0,1.4,0.0,1.4
1958,14/02/2014,11,Baix Llobregat,80771,Esplugues de Llobregat,0.0,0.0,0.0,0.0
1959,14/02/2014,34,Selva,171595,Sant Feliu de Buixalleu,0.41,0.0,0.0,0.41
1960,14/02/2014,37,Terra Alta,430483,Corbera d'Ebre,0.0,0.18,0.44,0.18
1961,18/02/2014,22,Montsià,430141,Amposta,0.0,0.05,0.0,0.05
1962,20/02/2014,24,Osona,81516,Oristà,1.0,0.0,0.0,1.0
1963,20/02/2014,2,Alt Empordà,170470,Castelló d'Empúries,0.12,0.0,0.0,0.12
1964,20/02/2014,16,Conca de Barberà,431460,Senan,0.0,0.57,0.0,0.57
1965,21/02/2014,7,Bages,81271,Monistrol de Montserrat,0.0,0.0,0.0,0.0
1966,21/02/2014,2,Alt Empordà,171328,Peralada,0.08,0.02,0.0,0.1
1967,22/02/2014,13,Barcelonès,80193,Barcelona,0.23,0.0,0.0,0.23
1968,22/02/2014,24,Osona,81094,Lluçà,0.3,0.0,0.2,0.3
1969,22/02/2014,12,Baix Penedès,430287,"Bisbal del Penedès, la",0.0,0.1,0.0,0.1
1970,22/02/2014,16,Conca de Barberà,430862,Montblanc,0.0,0.04,0.0,0.04
1971,23/02/2014,7,Bages,82188,Sant Joan de Vilatorrada,0.0,0.13,0.0,0.13
1972,23/02/2014,25,Pallars Jussà,251615,Conca de Dalt,0.0,0.1,0.0,0.1
1973,25/02/2014,38,Urgell,259025,Sant Martí de Riucorb,0.0,0.28,0.03,0.28
1974,25/02/2014,16,Conca de Barberà,430862,Montblanc,0.0,0.6,0.0,0.6
1975,27/02/2014,6,Anoia,82264,Sant Martí de Tous,0.26,0.0,0.0,0.26
1976,28/02/2014,22,Montsià,430629,Freginals,0.0,5.08,0.0,5.08
1977,02/03/2014,16,Conca de Barberà,430862,Montblanc,0.0,0.44,0.0,0.44
1978,03/03/2014,41,Vallès Oriental,80961,Granollers,0.0,0.2,0.0,0.2
1979,03/03/2014,9,Baix Ebre,430069,Aldover,0.0,0.45,0.0,0.45
1980,04/03/2014,21,Maresme,81635,Pineda de Mar,0.0,0.0,0.0,0.0
1981,04/03/2014,2,Alt Empordà,171523,Roses,0.0,0.1,0.0,0.1
1982,04/03/2014,38,Urgell,250740,Ciutadilla,0.0,0.1,0.0,0.1
1983,04/03/2014,32,Segarra,251431,Montornès de Segarra,0.0,0.65,0.0,0.65
1984,04/03/2014,22,Montsià,430043,Alcanar,0.0,0.02,0.0,0.02
1985,05/03/2014,3,Alt Penedès,80581,Castellet i la Gornal,0.0,0.06,0.0,0.06
1986,05/03/2014,25,Pallars Jussà,251155,Isona i Conca Dellà,0.0,0.11,0.0,0.11
1987,05/03/2014,32,Segarra,250729,Cervera,0.0,0.5,0.01,0.5
1988,06/03/2014,2,Alt Empordà,171328,Peralada,0.0,0.03,0.0,0.03
1989,07/03/2014,3,Alt Penedès,80137,Avinyonet del Penedès,0.0,0.0,0.0,0.0
1990,07/03/2014,42,Moianès,82589,Santa Maria d'Oló,0.01,0.0,0.0,0.01
1991,07/03/2014,42,Moianès,80706,Collsuspina,0.0,0.3,0.0,0.3
1992,07/03/2014,20,Gironès,171557,Salt,0.1,0.25,0.0,0.35
1993,07/03/2014,29,Priorat,430496,Cornudella de Montsant,0.0,0.84,0.0,0.84
1994,07/03/2014,16,Conca de Barberà,430862,Montblanc,0.0,0.67,0.0,0.67
1995,07/03/2014,29,Priorat,430350,Cabacés,0.18,0.0,0.0,0.18
1996,08/03/2014,7,Bages,81918,Sallent,0.0,0.2,0.0,0.2
1997,08/03/2014,3,Alt Penedès,82227,Sant Llorenç d'Hortons,0.0,0.6,0.0,0.6
1998,08/03/2014,21,Maresme,80095,Argentona,0.01,0.0,0.0,0.01
1999,08/03/2014,16,Conca de Barberà,430862,Montblanc,0.05,0.0,0.26,0.05
2000,08/03/2014,16,Conca de Barberà,431476,Solivella,0.25,0.88,0.39,1.13
2001,09/03/2014,11,Baix Llobregat,80018,Abrera,0.0,0.48,0.0,0.48
2002,09/03/2014,14,Berguedà,80522,Castellar de n'Hug,0.0,0.25,0.0,0.25
2003,09/03/2014,14,Berguedà,80522,Castellar de n'Hug,0.0,0.15,0.0,0.15
2004,09/03/2014,2,Alt Empordà,170470,Castelló d'Empúries,0.04,0.0,0.0,0.04
2005,09/03/2014,10,Baix Empordà,170681,Foixà,0.28,0.0,0.0,0.28
2006,09/03/2014,23,Noguera,250349,Artesa de Segre,1.24,0.0,0.0,1.24
2007,09/03/2014,4,Alt Urgell,251403,Montferrer i Castellbò,0.0,0.27,0.0,0.27
2008,09/03/2014,22,Montsià,431567,Ulldecona,0.0,0.27,0.0,0.27
2009,10/03/2014,41,Vallès Oriental,80235,Bigues i Riells,0.03,0.0,0.7,0.03
2010,10/03/2014,41,Vallès Oriental,80462,Cardedeu,0.0,0.01,0.0,0.01
2011,10/03/2014,6,Anoia,81043,"Llacuna, la",0.0,0.22,0.0,0.22
2012,10/03/2014,6,Anoia,83020,Vilanova del Camí,0.0,0.01,0.0,0.01
2013,10/03/2014,20,Gironès,170405,Canet d'Adri,0.85,0.0,0.0,0.85
2014,10/03/2014,35,Solsonès,251484,Odèn,0.0,0.4,0.0,0.4
2015,10/03/2014,29,Priorat,431541,Torroja del Priorat,0.0,1.12,0.0,1.12
2016,11/03/2014,11,Baix Llobregat,80898,Gavà,0.0,0.02,0.0,0.02
2017,11/03/2014,8,Baix Camp,431628,Vandellòs i l'Hospitalet de l'Infant,0.0,0.1,0.0,0.1
2018,12/03/2014,3,Alt Penedès,82515,Santa Margarida i els Monjos,0.0,0.1,0.0,0.1
2019,12/03/2014,14,Berguedà,82687,Cercs,0.0,0.41,0.0,0.41
2020,12/03/2014,41,Vallès Oriental,81810,"Roca del Vallès, la",0.0,0.2,0.0,0.2
2021,12/03/2014,14,Berguedà,82687,Cercs,0.75,0.0,0.0,0.75
2022,12/03/2014,40,Vallès Occidental,82798,Terrassa,1.4,0.1,0.1,1.5
2023,12/03/2014,24,Osona,81094,Lluçà,1.7,0.0,0.0,1.7
2024,12/03/2014,35,Solsonès,251863,Riner,0.0,0.51,0.0,0.51
2025,12/03/2014,4,Alt Urgell,251850,Ribera d'Urgellet,0.0,2.2,0.0,2.2
2026,12/03/2014,25,Pallars Jussà,251155,Isona i Conca Dellà,1.1,2.5,0.0,3.6
2027,13/03/2014,24,Osona,81995,Sant Bartomeu del Grau,0.8,0.0,0.0,0.8
2028,13/03/2014,31,Ripollès,170366,Campdevànol,0.0,0.1,0.0,0.1
2029,13/03/2014,19,Garrotxa,171096,Montagut i Oix,0.04,0.16,0.0,0.2
2030,13/03/2014,4,Alt Urgell,251654,Peramola,0.45,0.05,0.0,0.5
2031,13/03/2014,16,Conca de Barberà,430862,Montblanc,0.0,0.11,0.0,0.11
2032,14/03/2014,7,Bages,80478,Cardona,0.09,0.0,0.0,0.09
2033,14/03/2014,41,Vallès Oriental,82107,Sant Feliu de Codines,0.0,0.0,0.0,0.0
2034,14/03/2014,24,Osona,81516,Oristà,0.2,0.0,0.0,0.2
2035,14/03/2014,25,Pallars Jussà,252022,Senterada,0.09,0.01,0.0,0.1
2036,14/03/2014,5,Alta Ribagorça,251734,"Pont de Suert, el",0.0,0.25,0.0,0.25
2037,15/03/2014,24,Osona,82016,Sant Boi de Lluçanès,0.6,0.0,0.0,0.6
2038,15/03/2014,24,Osona,83036,Vilanova de Sau,0.0,0.05,0.0,0.05
2039,15/03/2014,15,Cerdanya,170694,Fontanals de Cerdanya,0.75,1.6,0.71,2.35
2040,16/03/2014,11,Baix Llobregat,82042,Sant Climent de Llobregat,0.0,0.1,0.0,0.1
2041,16/03/2014,2,Alt Empordà,170329,Cadaqués,0.0,0.25,0.0,0.25
2042,16/03/2014,10,Baix Empordà,172327,Vilopriu,0.1,0.0,0.0,0.1
2043,16/03/2014,10,Baix Empordà,179026,Forallac,371.96,4.76,1.57,376.72
2044,17/03/2014,7,Bages,82423,Marganell,0.1,0.13,0.0,0.23
2045,17/03/2014,14,Berguedà,81424,"Nou de Berguedà, la",0.0,0.6,0.0,0.6
2046,17/03/2014,2,Alt Empordà,170545,Colera,0.0,0.61,0.0,0.61
2047,17/03/2014,39,Aran,251214,Les,0.0,14.0,0.0,14.0
2048,17/03/2014,8,Baix Camp,431270,Riudecanyes,0.0,0.3,0.0,0.3
2049,18/03/2014,7,Bages,80983,Sant Salvador de Guardiola,0.0,0.0,0.0,0.0
2050,18/03/2014,33,Segrià,251207,Lleida,0.2,0.0,0.0,0.2
2051,19/03/2014,14,Berguedà,80996,Guardiola de Berguedà,0.06,0.0,0.0,0.06
2052,20/03/2014,22,Montsià,430770,Mas de Barberans,0.0,0.04,0.0,0.04
2053,22/03/2014,14,Berguedà,80497,Casserres,0.0,0.0,0.0,0.0
2054,22/03/2014,34,Selva,170078,Amer,0.0,0.0,0.0,0.0
2055,22/03/2014,16,Conca de Barberà,431476,Solivella,0.1,0.81,0.0,0.91
2056,23/03/2014,11,Baix Llobregat,80667,Castellví de Rosanes,0.0,0.01,0.0,0.01
2057,23/03/2014,33,Segrià,251023,"Granja d'Escarp, la",0.1,0.2,0.0,0.3
2058,24/03/2014,42,Moianès,82589,Santa Maria d'Oló,0.0,0.01,0.0,0.01
2059,24/03/2014,16,Conca de Barberà,431589,Vallclara,0.0,0.3,0.0,0.3
2060,25/03/2014,11,Baix Llobregat,82009,Sant Boi de Llobregat,0.0,0.03,0.0,0.03
2061,25/03/2014,22,Montsià,430770,Mas de Barberans,0.0,0.32,0.0,0.32
2062,25/03/2014,9,Baix Ebre,431331,Roquetes,0.0,0.47,0.34,0.47
2063,27/03/2014,6,Anoia,81022,Igualada,0.0,0.04,0.0,0.04
2064,27/03/2014,22,Montsià,430043,Alcanar,0.0,0.01,0.0,0.01
2065,28/03/2014,42,Moianès,81385,Moià,0.0,0.01,0.0,0.01
2066,28/03/2014,22,Montsià,430043,Alcanar,0.0,0.01,0.0,0.01
2067,29/03/2014,16,Conca de Barberà,431055,"Piles, les",0.0,0.09,0.0,0.09
2068,29/03/2014,1,Alt Camp,431606,Vallmoll,0.42,0.0,0.0,0.42
2069,04/04/2014,41,Vallès Oriental,80863,"Franqueses del Vallès, les",0.0,0.0,0.0,0.0
2070,07/04/2014,19,Garrotxa,171143,Olot,0.0,0.0,0.0,0.0
2071,07/04/2014,33,Segrià,252326,Torres de Segre,0.0,0.01,0.0,0.01
2072,09/04/2014,41,Vallès Oriental,80333,Caldes de Montbui,0.01,0.0,0.0,0.01
2073,10/04/2014,33,Segrià,251207,Lleida,0.55,1.7,0.0,2.25
2074,10/04/2014,9,Baix Ebre,430069,Aldover,0.0,0.03,0.0,0.03
2075,11/04/2014,22,Montsià,431567,Ulldecona,0.0,0.0,0.0,0.0
2076,14/04/2014,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.0,0.0,0.0,0.0
2077,14/04/2014,18,Garrigues,250766,"Cogul, el",0.0,0.17,0.0,0.17
2078,15/04/2014,40,Vallès Occidental,82917,Vacarisses,0.0,0.01,0.0,0.01
2079,15/04/2014,41,Vallès Oriental,81249,Mollet del Vallès,0.0,0.03,0.0,0.03
2080,16/04/2014,22,Montsià,430141,Amposta,0.0,0.04,0.0,0.04
2081,16/04/2014,37,Terra Alta,430712,Horta de Sant Joan,0.0,0.58,0.0,0.58
2082,16/04/2014,30,Ribera d'Ebre,431508,Tivissa,0.0,0.1,0.0,0.1
2083,17/04/2014,21,Maresme,82819,Teià,0.1,0.0,0.0,0.1
2084,17/04/2014,33,Segrià,251207,Lleida,0.0,0.0,0.0,0.0
2085,24/04/2014,33,Segrià,252326,Torres de Segre,2.6,0.0,0.1,2.6
2086,25/04/2014,12,Baix Penedès,430287,"Bisbal del Penedès, la",0.0,0.0,0.0,0.0
2087,27/04/2014,13,Barcelonès,82457,Santa Coloma de Gramenet,0.0,0.0,0.0,0.0
2088,27/04/2014,33,Segrià,252326,Torres de Segre,0.3,0.0,0.0,0.3
2089,28/04/2014,40,Vallès Occidental,80517,Castellar del Vallès,0.2,0.13,0.0,0.33
2090,29/04/2014,33,Segrià,250788,Corbins,0.9,0.0,0.0,0.9
2091,29/04/2014,9,Baix Ebre,431554,Tortosa,0.01,0.0,0.0,0.01
2092,30/04/2014,23,Noguera,250083,Albesa,0.53,0.0,0.0,0.53
2093,01/05/2014,11,Baix Llobregat,80018,Abrera,0.0,0.01,0.0,0.01
2094,02/05/2014,40,Vallès Occidental,82798,Terrassa,0.0,0.0,0.0,0.0
2095,02/05/2014,23,Noguera,250083,Albesa,1.9,0.0,0.0,1.9
2096,02/05/2014,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.1,0.0,0.0,0.1
2097,02/05/2014,12,Baix Penedès,431378,Sant Jaume dels Domenys,0.0,0.1,0.0,0.1
2098,03/05/2014,41,Vallès Oriental,81081,Lliçà de Vall,0.0,0.01,0.0,0.01
2099,03/05/2014,11,Baix Llobregat,81141,Martorell,0.76,0.0,0.0,0.76
2100,03/05/2014,33,Segrià,252115,Sudanell,1.68,1.0,0.3,2.68
2101,03/05/2014,16,Conca de Barberà,431763,Vimbodí i Poblet,0.1,0.0,0.0,0.1
2102,04/05/2014,41,Vallès Oriental,81056,"Llagosta, la",0.04,0.0,0.0,0.04
2103,05/05/2014,33,Segrià,252542,Vilanova de la Barca,0.0,0.03,0.0,0.03
2104,07/05/2014,42,Moianès,82397,Sant Quirze Safaja,0.04,0.0,0.0,0.04
2105,07/05/2014,7,Bages,81918,Sallent,0.0,0.18,0.0,0.18
2106,07/05/2014,7,Bages,81825,"Pont de Vilomara i Rocafort, el",0.3,0.0,0.0,0.3
2107,07/05/2014,6,Anoia,81614,Piera,0.0,0.14,0.0,0.14
2108,08/05/2014,7,Bages,80121,Avinyó,0.82,0.0,0.63,0.82
2109,08/05/2014,41,Vallès Oriental,81056,"Llagosta, la",2.35,0.45,0.39,2.8
2110,08/05/2014,13,Barcelonès,80193,Barcelona,0.0,0.05,0.0,0.05
2111,08/05/2014,2,Alt Empordà,170160,Bàscara,0.0,0.0,0.0,0.0
2112,08/05/2014,20,Gironès,170792,Girona,0.0,0.02,0.0,0.02
2113,09/05/2014,41,Vallès Oriental,80863,"Franqueses del Vallès, les",0.05,0.0,0.55,0.05
2114,09/05/2014,11,Baix Llobregat,80692,Collbató,0.0,0.0,0.0,0.0
2115,09/05/2014,41,Vallès Oriental,80885,"Garriga, la",0.0,0.0,0.0,0.0
2116,09/05/2014,28,Pla de l'Estany,171371,Porqueres,0.0,0.0,0.0,0.0
2117,10/05/2014,3,Alt Penedès,82325,Sant Pere de Riudebitlles,0.04,0.0,0.0,0.04
2118,10/05/2014,41,Vallès Oriental,81982,Sant Antoni de Vilamajor,0.0,0.01,0.0,0.01
2119,10/05/2014,28,Pla de l'Estany,170157,Banyoles,0.0,0.04,0.0,0.04
2120,10/05/2014,18,Garrigues,251180,Juncosa,0.0,0.09,0.0,0.09
2121,10/05/2014,9,Baix Ebre,430252,Benifallet,0.0,0.65,0.0,0.65
2122,12/05/2014,7,Bages,82188,Sant Joan de Vilatorrada,0.02,0.0,0.02,0.02
2123,12/05/2014,41,Vallès Oriental,80863,"Franqueses del Vallès, les",0.04,0.0,0.07,0.04
2124,12/05/2014,34,Selva,171805,Santa Coloma de Farners,0.0,0.01,0.0,0.01
2125,12/05/2014,28,Pla de l'Estany,170561,Cornellà del Terri,0.0,0.0,0.0,0.0
2126,12/05/2014,29,Priorat,430402,Capçanes,0.0,0.0,0.0,0.0
2127,14/05/2014,3,Alt Penedès,80850,Font-rubí,0.08,0.0,0.0,0.08
2128,14/05/2014,20,Gironès,170792,Girona,0.0,0.0,0.0,0.0
2129,14/05/2014,20,Gironès,170792,Girona,0.0,0.0,0.0,0.0
2130,14/05/2014,23,Noguera,250083,Albesa,0.02,0.0,0.0,0.02
2131,15/05/2014,11,Baix Llobregat,80898,Gavà,0.0,0.1,0.0,0.1
2132,15/05/2014,6,Anoia,83020,Vilanova del Camí,0.0,0.01,0.0,0.01
2133,15/05/2014,20,Gironès,171864,Sarrià de Ter,0.0,0.0,0.0,0.0
2134,15/05/2014,20,Gironès,170979,Madremanya,4.68,2.24,0.07,6.92
2135,15/05/2014,18,Garrigues,250812,"Espluga Calba, l'",0.4,0.0,0.0,0.4
2136,15/05/2014,1,Alt Camp,430017,Aiguamúrcia,27.92,5.08,7.53,33.0
2137,16/05/2014,41,Vallès Oriental,81810,"Roca del Vallès, la",0.02,0.0,0.0,0.02
2138,16/05/2014,11,Baix Llobregat,80018,Abrera,0.7,0.0,1.0,0.7
2139,16/05/2014,10,Baix Empordà,171812,Santa Cristina d'Aro,0.0,0.0,0.0,0.0
2140,16/05/2014,4,Alt Urgell,250886,Estamariu,0.0,0.05,0.0,0.05
2141,17/05/2014,3,Alt Penedès,80581,Castellet i la Gornal,0.02,0.0,0.0,0.02
2142,17/05/2014,25,Pallars Jussà,251902,Salàs de Pallars,0.0,0.7,0.6,0.7
2143,17/05/2014,1,Alt Camp,430017,Aiguamúrcia,5.05,0.39,1.66,5.44
2144,18/05/2014,2,Alt Empordà,170118,"Armentera, l'",0.0,0.23,0.0,0.23
2145,18/05/2014,33,Segrià,252326,Torres de Segre,1.7,0.0,0.0,1.7
2146,19/05/2014,2,Alt Empordà,171582,Sant Climent Sescebes,0.0,1.5,0.0,1.5
2147,19/05/2014,34,Selva,171931,Sils,0.16,0.0,0.0,0.16
2148,21/05/2014,32,Segarra,259078,Torrefeta i Florejacs,0.0,0.03,0.2,0.03
2149,22/05/2014,33,Segrià,251207,Lleida,0.0,0.3,0.0,0.3
2150,25/05/2014,41,Vallès Oriental,81810,"Roca del Vallès, la",0.03,0.0,0.0,0.03
2151,31/05/2014,30,Ribera d'Ebre,430939,Móra d'Ebre,0.17,0.0,0.0,0.17
2152,01/06/2014,2,Alt Empordà,170427,Capmany,0.0,0.07,0.0,0.07
2153,01/06/2014,10,Baix Empordà,171997,Torroella de Montgrí,0.03,0.0,0.0,0.03
2154,03/06/2014,33,Segrià,251253,Llardecans,0.0,0.14,0.0,0.14
2155,03/06/2014,33,Segrià,250138,Alfarràs,0.0,0.43,0.08,0.43
2156,04/06/2014,33,Segrià,251333,Maials,0.0,0.2,0.0,0.2
2157,04/06/2014,38,Urgell,252385,Vallbona de les Monges,0.15,0.45,0.0,0.6
2158,05/06/2014,42,Moianès,80641,Castellterçol,0.0,0.0,0.0,0.0
2159,05/06/2014,20,Gironès,170890,Llagostera,0.03,0.0,0.0,0.03
2160,06/06/2014,40,Vallès Occidental,82798,Terrassa,0.0,0.04,0.0,0.04
2161,07/06/2014,3,Alt Penedès,80581,Castellet i la Gornal,0.0,0.0,0.0,0.0
2162,07/06/2014,3,Alt Penedès,80581,Castellet i la Gornal,0.0,0.0,0.0,0.0
2163,07/06/2014,3,Alt Penedès,80581,Castellet i la Gornal,0.02,0.0,0.0,0.02
2164,07/06/2014,3,Alt Penedès,80581,Castellet i la Gornal,0.0,0.0,0.0,0.0
2165,07/06/2014,12,Baix Penedès,430206,Banyeres del Penedès,0.0,0.01,0.0,0.01
2166,08/06/2014,42,Moianès,81385,Moià,0.0,0.0,0.0,0.0
2167,08/06/2014,8,Baix Camp,430332,Botarell,0.0,0.03,0.0,0.03
2168,08/06/2014,30,Ribera d'Ebre,430995,"Palma d'Ebre, la",0.17,1.62,0.23,1.79
