,DATE OF FIRE,SUBREGION ID,SUBREGION,CITY ID,CITY,HA WOODED,HA NOT WOODED,HA NO FOREST,HA FOREST
5543,24/06/2021,40,Vallès Occidental,82606,Santa Perpètua de Mogoda,0.0,0.0,0.0,0.0
5544,24/06/2021,40,Vallès Occidental,81878,Sabadell,0.0,0.0,0.0,0.0
5545,24/06/2021,10,Baix Empordà,171812,Santa Cristina d'Aro,0.0,0.0,0.0,0.0
5546,24/06/2021,13,Barcelonès,80193,Barcelona,0.0,0.1,0.0,0.1
5547,24/06/2021,10,Baix Empordà,171175,Palafrugell,0.0,0.0,0.0,0.0
5548,24/06/2021,13,Barcelonès,80193,Barcelona,0.07,0.0,0.0,0.07
5549,24/06/2021,11,Baix Llobregat,81580,"Papiol, el",0.0,0.02,0.0,0.02
5550,25/06/2021,20,Gironès,170792,Girona,0.02,0.01,0.0,0.04
5551,25/06/2021,23,Noguera,251348,Menàrguens,0.0,0.39,0.87,0.39
5552,25/06/2021,3,Alt Penedès,80581,Castellet i la Gornal,0.17,0.16,0.0,0.33
5553,25/06/2021,20,Gironès,171637,Sant Gregori,0.31,0.0,0.0,0.31
5554,25/06/2021,20,Gironès,171426,Quart,0.0,0.0,0.0,0.0
5555,25/06/2021,41,Vallès Oriental,82107,Sant Feliu de Codines,0.04,0.1,0.0,0.14
5556,26/06/2021,13,Barcelonès,80193,Barcelona,0.0,0.0,0.0,0.0
5557,26/06/2021,2,Alt Empordà,170926,Llançà,0.0,0.0,0.0,0.0
5558,26/06/2021,10,Baix Empordà,170558,Colomers,0.5,1.39,0.04,1.89
5559,27/06/2021,11,Baix Llobregat,81574,Pallejà,0.54,0.0,0.0,0.54
5560,27/06/2021,2,Alt Empordà,170314,Cabanelles,0.0,0.0,0.0,0.0
5561,27/06/2021,13,Barcelonès,80193,Barcelona,0.0,0.03,0.0,0.03
5562,27/06/2021,10,Baix Empordà,171997,Torroella de Montgrí,0.0,0.03,0.0,0.03
5563,27/06/2021,33,Segrià,250138,Alfarràs,6.72,24.25,20.72,30.97
5564,28/06/2021,20,Gironès,170209,Bescanó,0.02,0.03,0.0,0.05
5565,28/06/2021,40,Vallès Occidental,81878,Sabadell,0.0,0.03,0.0,0.03
5566,29/06/2021,4,Alt Urgell,250447,Bassella,0.0,0.0,0.0,0.0
5567,29/06/2021,33,Segrià,250387,Aitona,0.5,4.91,0.0,5.41
5568,30/06/2021,18,Garrigues,250674,Castelldans,0.0,0.01,0.0,0.01
5569,30/06/2021,36,Tarragonès,430509,Creixell,0.0,0.07,0.0,0.07
5570,30/06/2021,41,Vallès Oriental,82482,Santa Eulàlia de Ronçana,0.0,0.0,0.0,0.0
5571,01/07/2021,40,Vallès Occidental,82665,Cerdanyola del Vallès,0.02,0.01,1.81,0.03
5572,01/07/2021,4,Alt Urgell,259084,Fígols i Alinyà,0.28,0.0,0.0,0.28
5573,01/07/2021,11,Baix Llobregat,82080,Sant Esteve Sesrovires,3.84,4.39,15.57,8.23
5574,02/07/2021,3,Alt Penedès,81688,Pontons,0.0,0.03,0.0,0.03
5575,02/07/2021,24,Osona,80673,Centelles,0.54,0.08,0.4,0.62
5576,02/07/2021,6,Anoia,80364,Calonge de Segarra,0.29,0.58,3.35,0.87
5577,03/07/2021,12,Baix Penedès,431634,"Vendrell, el",1.2,0.73,0.56,1.93
5578,04/07/2021,40,Vallès Occidental,81878,Sabadell,0.0,0.24,0.0,0.24
5579,05/07/2021,18,Garrigues,252555,Vinaixa,0.04,0.0,0.0,0.04
5580,05/07/2021,20,Gironès,170890,Llagostera,0.03,0.0,0.0,0.03
5581,05/07/2021,2,Alt Empordà,171352,Pont de Molins,0.0,0.18,0.0,0.18
5582,06/07/2021,41,Vallès Oriental,82021,Sant Celoni,0.0,0.0,0.0,0.0
5583,06/07/2021,16,Conca de Barberà,430862,Montblanc,0.0,0.01,0.33,0.01
5584,07/07/2021,2,Alt Empordà,171387,Portbou,0.0,0.04,0.0,0.04
5585,08/07/2021,14,Berguedà,81304,Montclar,0.0,0.2,0.6,0.2
5586,08/07/2021,2,Alt Empordà,170160,Bàscara,0.0,0.88,0.0,0.88
5587,08/07/2021,11,Baix Llobregat,89058,"Palma de Cervelló, la",0.0,0.0,0.0,0.0
5588,08/07/2021,34,Selva,171463,Riells i Viabrea,0.0,0.0,0.0,0.0
5589,08/07/2021,4,Alt Urgell,251497,Oliana,0.0,0.01,0.0,0.01
5590,09/07/2021,13,Barcelonès,80193,Barcelona,0.16,0.0,0.0,0.16
5591,10/07/2021,41,Vallès Oriental,80333,Caldes de Montbui,0.02,0.0,0.0,0.02
5592,10/07/2021,40,Vallès Occidental,82798,Terrassa,3.2,3.85,2.44,7.05
5593,10/07/2021,20,Gironès,170792,Girona,0.48,1.18,0.09,1.66
5594,10/07/2021,11,Baix Llobregat,80898,Gavà,0.0,0.01,0.0,0.01
5595,11/07/2021,13,Barcelonès,80193,Barcelona,0.0,0.09,0.0,0.09
5596,11/07/2021,7,Bages,80847,Fonollosa,0.01,0.0,0.0,0.01
5597,11/07/2021,40,Vallès Occidental,81252,Montcada i Reixac,0.0,0.22,0.0,0.22
5598,11/07/2021,40,Vallès Occidental,81878,Sabadell,0.0,0.0,0.0,0.0
5599,12/07/2021,35,Solsonès,251462,Navès,0.42,0.0,0.0,0.42
5600,12/07/2021,35,Solsonès,251673,Pinós,0.0,0.0,0.0,0.0
5601,12/07/2021,23,Noguera,250946,Foradada,0.1,0.17,1.97,0.27
5602,12/07/2021,23,Noguera,250349,Artesa de Segre,1.12,0.0,0.06,1.12
5603,12/07/2021,7,Bages,81419,Navàs,0.33,0.0,0.0,0.33
5604,12/07/2021,13,Barcelonès,80193,Barcelona,0.0,0.0,0.0,0.0
5605,12/07/2021,40,Vallès Occidental,81878,Sabadell,0.0,0.0,0.0,0.0
5606,12/07/2021,41,Vallès Oriental,80057,"Ametlla del Vallès, l'",0.02,0.0,0.0,0.02
5607,12/07/2021,2,Alt Empordà,171984,Torroella de Fluvià,0.06,0.0,0.0,0.06
5608,13/07/2021,21,Maresme,82824,Tiana,0.0,0.02,0.0,0.02
5609,13/07/2021,20,Gironès,170792,Girona,0.0,0.38,0.0,0.38
5610,13/07/2021,24,Osona,83036,Vilanova de Sau,0.0,0.02,0.0,0.02
5611,13/07/2021,35,Solsonès,251863,Riner,1.37,0.43,5.72,1.8
5612,13/07/2021,34,Selva,170950,Lloret de Mar,2.05,0.0,4.69,2.05
5613,13/07/2021,40,Vallès Occidental,83008,Viladecavalls,0.05,0.1,0.0,0.15
5614,13/07/2021,30,Ribera d'Ebre,430939,Móra d'Ebre,0.06,0.0,0.0,0.06
5615,13/07/2021,11,Baix Llobregat,80667,Castellví de Rosanes,89.62,101.56,3.7,191.18
5616,13/07/2021,4,Alt Urgell,259097,"Vansa i Fórnols, la",0.0,0.0,0.0,0.0
5617,13/07/2021,3,Alt Penedès,82515,Santa Margarida i els Monjos,0.0,0.26,0.09,0.26
5618,14/07/2021,13,Barcelonès,80193,Barcelona,0.15,0.0,0.0,0.15
5619,14/07/2021,11,Baix Llobregat,80898,Gavà,0.0,0.0,0.0,0.0
5620,15/07/2021,33,Segrià,250138,Alfarràs,0.0,0.21,0.0,0.21
5621,15/07/2021,18,Garrigues,250061,"Albagés, l'",0.0,0.08,0.83,0.08
5622,15/07/2021,30,Ribera d'Ebre,430939,Móra d'Ebre,0.96,2.71,0.0,3.67
5623,15/07/2021,7,Bages,80023,Aguilar de Segarra,0.22,0.0,0.0,0.22
5624,15/07/2021,40,Vallès Occidental,82606,Santa Perpètua de Mogoda,0.18,1.01,5.39,1.19
5625,15/07/2021,10,Baix Empordà,171609,Sant Feliu de Guíxols,0.66,0.0,0.0,0.66
5626,16/07/2021,13,Barcelonès,80193,Barcelona,0.0,0.73,0.0,0.73
5627,16/07/2021,2,Alt Empordà,170926,Llançà,9.91,388.42,2.43,398.33
5628,17/07/2021,18,Garrigues,252555,Vinaixa,0.04,0.0,0.0,0.04
5629,17/07/2021,2,Alt Empordà,172214,Vilafant,0.0,0.61,2.3,0.61
5630,18/07/2021,23,Noguera,250371,"Avellanes i Santa Linya, les",2.14,0.0,0.0,2.14
5631,18/07/2021,9,Baix Ebre,430136,"Ametlla de Mar, l'",0.0,0.98,0.11,0.98
5632,18/07/2021,3,Alt Penedès,82401,Sant Sadurní d'Anoia,0.0,0.3,0.0,0.3
5633,19/07/2021,33,Segrià,252043,Seròs,0.0,0.02,0.0,0.02
5634,19/07/2021,40,Vallès Occidental,81878,Sabadell,0.0,0.59,0.0,0.59
5635,20/07/2021,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.0,0.02,0.03,0.02
5636,20/07/2021,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.2,0.52,0.0,0.72
5637,20/07/2021,10,Baix Empordà,171997,Torroella de Montgrí,0.0,0.0,0.0,0.0
5638,20/07/2021,10,Baix Empordà,171997,Torroella de Montgrí,0.0,0.0,0.0,0.0
5639,20/07/2021,24,Osona,82251,Sant Martí d'Albars,0.08,0.0,0.0,0.08
5640,20/07/2021,2,Alt Empordà,172348,Biure,0.0,0.04,0.0,0.04
5641,20/07/2021,30,Ribera d'Ebre,430653,Garcia,0.03,0.0,0.0,0.03
5642,20/07/2021,13,Barcelonès,82457,Santa Coloma de Gramenet,0.0,0.04,0.0,0.04
5643,21/07/2021,11,Baix Llobregat,81960,Sant Andreu de la Barca,0.0,0.22,0.0,0.22
5644,21/07/2021,3,Alt Penedès,82401,Sant Sadurní d'Anoia,0.0,0.17,0.0,0.17
5645,21/07/2021,26,Pallars Sobirà,251266,Llavorsí,0.68,0.78,0.0,1.46
5646,22/07/2021,23,Noguera,250024,Àger,0.64,0.33,4.49,0.97
5647,22/07/2021,40,Vallès Occidental,80543,Castellbisbal,0.0,0.11,0.92,0.11
5648,22/07/2021,10,Baix Empordà,171997,Torroella de Montgrí,42.91,32.54,0.27,75.45
5649,22/07/2021,40,Vallès Occidental,82233,Sant Llorenç Savall,0.18,0.69,1.19,0.87
5650,23/07/2021,36,Tarragonès,431482,Tarragona,0.0,0.16,0.0,0.16
5651,24/07/2021,8,Baix Camp,430154,Arbolí,0.0,0.05,0.0,0.05
5652,24/07/2021,6,Anoia,81629,"Hostalets de Pierola, els",0.01,0.0,0.0,0.01
5653,24/07/2021,25,Pallars Jussà,252347,Tremp,0.13,0.17,0.61,0.3
5654,24/07/2021,2,Alt Empordà,172109,Ventalló,20.76,1.25,13.25,22.01
5655,24/07/2021,16,Conca de Barberà,431397,Santa Coloma de Queralt,1123.0,189.86,389.4,1312.86
5656,25/07/2021,2,Alt Empordà,170470,Castelló d'Empúries,0.0,0.01,0.0,0.01
5657,25/07/2021,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.0,0.0,0.0,0.0
5658,27/07/2021,21,Maresme,80095,Argentona,0.0,0.23,0.0,0.23
5659,27/07/2021,21,Maresme,82824,Tiana,0.0,0.53,0.0,0.53
5660,27/07/2021,11,Baix Llobregat,80569,Castelldefels,0.0,0.01,0.0,0.01
5661,27/07/2021,40,Vallès Occidental,82798,Terrassa,0.01,0.04,0.0,0.05
5662,28/07/2021,41,Vallès Oriental,82021,Sant Celoni,0.0,0.05,0.0,0.05
5663,28/07/2021,36,Tarragonès,431482,Tarragona,0.12,0.8,0.0,0.92
5664,28/07/2021,40,Vallès Occidental,80517,Castellar del Vallès,0.0,0.0,0.0,0.0
5665,17/08/2021,20,Gironès,171426,Quart,0.01,0.0,0.0,0.01
5666,28/07/2021,40,Vallès Occidental,82606,Santa Perpètua de Mogoda,0.0,0.02,0.0,0.02
5667,28/07/2021,30,Ribera d'Ebre,430939,Móra d'Ebre,0.01,0.0,0.0,0.01
5668,28/07/2021,10,Baix Empordà,171959,"Tallada d'Empordà, la",0.0,0.0,0.0,0.0
5669,29/07/2021,20,Gironès,171557,Salt,0.35,0.43,0.0,0.78
5670,29/07/2021,11,Baix Llobregat,80898,Gavà,0.0,0.01,0.0,0.01
5671,29/07/2021,40,Vallès Occidental,81252,Montcada i Reixac,0.0,0.02,0.0,0.02
5672,29/07/2021,10,Baix Empordà,171175,Palafrugell,0.02,0.0,0.0,0.02
5673,30/07/2021,32,Segarra,259059,Ribera d'Ondara,0.0,0.02,0.0,0.02
5674,30/07/2021,26,Pallars Sobirà,250827,Espot,0.0,0.0,0.0,0.0
5675,31/07/2021,2,Alt Empordà,171387,Portbou,0.0,37.92,4.16,37.92
5676,31/07/2021,12,Baix Penedès,431634,"Vendrell, el",0.01,0.0,0.0,0.01
5677,31/07/2021,23,Noguera,250791,Cubells,0.16,0.27,1.16,0.43
5678,31/07/2021,24,Osona,82830,Tona,0.12,0.0,0.0,0.12
5679,31/07/2021,3,Alt Penedès,82270,Sant Martí Sarroca,0.02,0.0,0.0,0.02
5680,31/07/2021,17,Garraf,82704,Sitges,0.04,0.0,0.0,0.04
5681,31/07/2021,12,Baix Penedès,431634,"Vendrell, el",0.0,0.01,0.0,0.01
5682,01/08/2021,6,Anoia,81043,"Llacuna, la",0.0,0.0,0.0,0.0
5683,01/08/2021,20,Gironès,170448,Cassà de la Selva,0.0,0.0,0.0,0.0
5684,01/08/2021,3,Alt Penedès,81458,Olèrdola,0.0,0.04,0.0,0.04
5685,01/08/2021,3,Alt Penedès,81542,Pacs del Penedès,0.0,0.0,0.0,0.0
5686,01/08/2021,3,Alt Penedès,80850,Font-rubí,0.0,0.03,0.0,0.03
5687,01/08/2021,3,Alt Penedès,81458,Olèrdola,0.0,0.01,0.0,0.01
5688,01/08/2021,3,Alt Penedès,81458,Olèrdola,0.0,0.0,0.0,0.0
5689,01/08/2021,16,Conca de Barberà,430862,Montblanc,0.01,0.0,0.0,0.01
5690,01/08/2021,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.01,0.0,0.0,0.01
5691,01/08/2021,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.0,0.01,0.0,0.01
5692,01/08/2021,3,Alt Penedès,81458,Olèrdola,0.0,0.01,0.0,0.01
5693,02/08/2021,18,Garrigues,250061,"Albagés, l'",0.1,0.1,0.5,0.2
5694,03/08/2021,33,Segrià,250215,Almenar,0.0,0.31,0.0,0.31
5695,03/08/2021,41,Vallès Oriental,80961,Granollers,0.18,0.0,0.0,0.18
5696,04/08/2021,2,Alt Empordà,172235,Vilajuïga,0.0,0.0,0.0,0.0
5697,05/08/2021,3,Alt Penedès,80919,Gelida,0.0,0.08,0.04,0.08
5698,07/08/2021,1,Alt Camp,430017,Aiguamúrcia,0.0,0.16,0.0,0.16
5699,08/08/2021,3,Alt Penedès,82732,Subirats,0.0,0.02,0.0,0.02
5700,09/08/2021,6,Anoia,83020,Vilanova del Camí,0.0,0.1,0.0,0.1
5701,09/08/2021,12,Baix Penedès,430516,Cunit,0.0,0.0,0.0,0.0
5702,10/08/2021,37,Terra Alta,430483,Corbera d'Ebre,2.41,0.0,0.0,2.41
5703,10/08/2021,13,Barcelonès,80193,Barcelona,0.0,0.32,0.0,0.32
5704,11/08/2021,11,Baix Llobregat,80898,Gavà,0.0,0.02,0.0,0.02
5705,11/08/2021,41,Vallès Oriental,80961,Granollers,0.0,0.14,0.0,0.14
5706,11/08/2021,36,Tarragonès,430430,"Catllar, el",0.0,0.06,0.0,0.06
5707,11/08/2021,33,Segrià,250208,Almatret,0.55,0.1,0.0,0.65
5708,11/08/2021,33,Segrià,250208,Almatret,0.42,0.0,0.01,0.42
5709,12/08/2021,41,Vallès Oriental,81593,Parets del Vallès,0.02,0.0,0.0,0.02
5710,12/08/2021,37,Terra Alta,431107,"Pobla de Massaluca, la",46.74,20.8,7.24,67.54
5711,12/08/2021,23,Noguera,250426,"Baronia de Rialb, la",1.14,0.05,1.43,1.19
5712,12/08/2021,6,Anoia,81043,"Llacuna, la",0.02,0.0,0.0,0.02
5713,12/08/2021,41,Vallès Oriental,81347,Figaró-Montmany,0.18,0.0,0.0,0.18
5714,12/08/2021,10,Baix Empordà,171997,Torroella de Montgrí,0.0,0.0,0.0,0.0
5715,12/08/2021,16,Conca de Barberà,431763,Vimbodí i Poblet,0.03,0.0,0.0,0.03
5716,13/08/2021,11,Baix Llobregat,81141,Martorell,0.0,0.03,0.0,0.03
5717,13/08/2021,10,Baix Empordà,171997,Torroella de Montgrí,0.03,0.0,0.0,0.03
5718,13/08/2021,10,Baix Empordà,171997,Torroella de Montgrí,0.0,0.0,0.0,0.0
5719,13/08/2021,6,Anoia,80288,Cabrera d'Anoia,0.03,0.0,0.0,0.03
5720,13/08/2021,33,Segrià,250208,Almatret,0.17,0.0,0.0,0.17
5721,13/08/2021,3,Alt Penedès,82401,Sant Sadurní d'Anoia,0.0,0.28,0.0,0.28
5722,14/08/2021,18,Garrigues,250292,Arbeca,0.0,0.0,0.0,0.0
5723,14/08/2021,22,Montsià,430629,Freginals,0.0,2.93,0.0,2.93
5724,15/08/2021,41,Vallès Oriental,81593,Parets del Vallès,0.0,0.0,0.0,0.0
5725,15/08/2021,37,Terra Alta,431750,Vilalba dels Arcs,0.1,0.35,0.0,0.45
5726,16/08/2021,19,Garrotxa,171334,"Planes d'Hostoles, les",0.0,0.02,0.0,0.02
5727,16/08/2021,36,Tarragonès,431482,Tarragona,2.74,3.64,0.59,6.38
5728,17/08/2021,21,Maresme,81635,Pineda de Mar,0.1,0.06,0.0,0.15
5729,18/08/2021,41,Vallès Oriental,80961,Granollers,0.0,0.1,0.0,0.1
5730,18/08/2021,34,Selva,171019,Massanes,0.01,0.0,0.0,0.01
5731,18/08/2021,15,Cerdanya,251272,Lles de Cerdanya,0.0,0.0,0.0,0.0
5732,19/08/2021,16,Conca de Barberà,431460,Senan,0.0,0.0,0.0,0.0
5733,19/08/2021,23,Noguera,251728,Ponts,0.0,0.0,0.0,0.0
5734,19/08/2021,7,Bages,80847,Fonollosa,0.02,0.0,0.0,0.02
5735,19/08/2021,7,Bages,82747,Súria,0.04,0.0,0.0,0.04
5736,20/08/2021,16,Conca de Barberà,430862,Montblanc,0.0,0.0,0.0,0.0
5737,20/08/2021,9,Baix Ebre,431554,Tortosa,0.01,0.0,0.0,0.01
5738,20/08/2021,41,Vallès Oriental,81249,Mollet del Vallès,0.0,0.0,0.0,0.0
5739,20/08/2021,11,Baix Llobregat,80018,Abrera,0.0,0.0,0.0,0.0
5740,20/08/2021,23,Noguera,250426,"Baronia de Rialb, la",0.76,0.0,0.0,0.76
5741,20/08/2021,4,Alt Urgell,259101,Josa i Tuixén,0.0,0.0,0.0,0.0
5742,21/08/2021,19,Garrotxa,171621,Sant Ferriol,0.0,0.03,0.0,0.03
5743,22/08/2021,33,Segrià,252000,Sarroca de Lleida,0.0,0.88,0.0,0.88
5744,22/08/2021,14,Berguedà,80575,Castell de l'Areny,0.02,0.0,0.0,0.02
5745,22/08/2021,10,Baix Empordà,170486,Castell-Platja d'Aro,0.0,0.0,0.0,0.0
5746,22/08/2021,10,Baix Empordà,171997,Torroella de Montgrí,0.0,0.0,0.0,0.0
5747,22/08/2021,35,Solsonès,251636,"Coma i la Pedra, la",0.02,0.0,0.0,0.02
5748,23/08/2021,14,Berguedà,80497,Casserres,0.0,0.0,0.0,0.0
5749,23/08/2021,33,Segrià,252000,Sarroca de Lleida,0.0,0.3,0.0,0.3
5750,23/08/2021,35,Solsonès,251673,Pinós,0.0,0.0,0.0,0.0
5751,23/08/2021,15,Cerdanya,170849,Isòvol,0.0,0.0,0.0,0.0
5752,23/08/2021,10,Baix Empordà,170486,Castell-Platja d'Aro,0.02,0.0,0.0,0.02
5753,24/08/2021,7,Bages,80180,Balsareny,0.04,0.0,0.0,0.04
5754,24/08/2021,10,Baix Empordà,171609,Sant Feliu de Guíxols,0.0,0.02,0.0,0.02
5755,24/08/2021,10,Baix Empordà,170486,Castell-Platja d'Aro,0.0,0.0,0.0,0.0
5756,24/08/2021,1,Alt Camp,431135,"Pont d'Armentera, el",0.0,0.02,0.0,0.02
5757,25/08/2021,11,Baix Llobregat,80569,Castelldefels,0.0,0.02,0.0,0.02
5758,25/08/2021,7,Bages,80023,Aguilar de Segarra,0.0,0.0,0.0,0.0
5759,25/08/2021,35,Solsonès,250642,Castellar de la Ribera,0.02,0.0,0.0,0.02
5760,26/08/2021,10,Baix Empordà,171997,Torroella de Montgrí,0.26,0.0,0.0,0.27
5761,26/08/2021,26,Pallars Sobirà,250175,Alins,0.0,0.71,0.0,0.71
5762,27/08/2021,38,Urgell,259025,Sant Martí de Riucorb,0.0,0.05,0.1,0.05
5763,28/08/2021,41,Vallès Oriental,80961,Granollers,0.0,0.24,0.0,0.24
5764,28/08/2021,26,Pallars Sobirà,250241,Alt Àneu,0.12,0.0,0.0,0.12
5765,29/08/2021,10,Baix Empordà,179026,Forallac,0.0,0.02,0.0,0.02
5766,29/08/2021,20,Gironès,170792,Girona,0.0,0.0,0.0,0.0
5767,29/08/2021,25,Pallars Jussà,252347,Tremp,0.0,0.01,0.0,0.01
5768,29/08/2021,33,Segrià,251207,Lleida,0.0,0.4,0.0,0.4
5769,31/08/2021,14,Berguedà,81666,"Pobla de Lillet, la",0.02,0.0,0.0,0.02
5770,03/09/2021,3,Alt Penedès,82227,Sant Llorenç d'Hortons,0.0,0.02,0.0,0.02
5771,04/09/2021,2,Alt Empordà,170773,Garriguella,0.0,0.0,0.0,0.0
5772,04/09/2021,7,Bages,80538,Castellbell i el Vilar,0.0,0.0,0.0,0.0
5773,06/09/2021,6,Anoia,82508,Santa Margarida de Montbui,0.0,0.05,0.0,0.05
5774,07/09/2021,11,Baix Llobregat,81691,"Prat de Llobregat, el",0.0,0.06,0.0,0.06
5775,08/09/2021,41,Vallès Oriental,80863,"Franqueses del Vallès, les",0.0,0.34,0.0,0.34
5776,08/09/2021,41,Vallès Oriental,82592,Santa Maria de Palautordera,0.0,0.08,0.0,0.08
5777,08/09/2021,36,Tarragonès,431482,Tarragona,0.0,0.0,0.0,0.0
5778,09/09/2021,11,Baix Llobregat,81691,"Prat de Llobregat, el",0.0,0.0,0.0,0.0
5779,10/09/2021,12,Baix Penedès,431634,"Vendrell, el",0.0,0.13,0.0,0.13
5780,14/09/2021,21,Maresme,81213,Mataró,0.0,0.0,0.0,0.0
5781,16/09/2021,30,Ribera d'Ebre,430939,Móra d'Ebre,0.0,0.0,0.0,0.0
5782,18/09/2021,10,Baix Empordà,171181,Palamós,0.02,0.0,0.0,0.02
5783,18/09/2021,23,Noguera,251569,Os de Balaguer,0.0,0.22,0.0,0.22
5784,19/09/2021,33,Segrià,250365,Aspa,0.0,0.05,0.0,0.05
5785,21/09/2021,11,Baix Llobregat,80018,Abrera,0.0,0.06,0.0,0.06
5786,25/09/2021,24,Osona,82690,Seva,0.0,0.0,0.0,0.0
5787,25/09/2021,38,Urgell,252385,Vallbona de les Monges,0.0,0.12,0.0,0.12
5788,25/09/2021,29,Priorat,430751,Margalef,0.0,0.0,0.0,0.0
5789,25/09/2021,38,Urgell,252385,Vallbona de les Monges,0.1,0.0,0.0,0.1
5790,25/09/2021,23,Noguera,250404,Balaguer,0.0,0.04,0.0,0.04
5791,02/10/2021,10,Baix Empordà,171978,Torrent,0.06,0.0,0.0,0.06
5792,09/10/2021,8,Baix Camp,430094,Alforja,0.0,0.02,0.0,0.02
5793,09/10/2021,10,Baix Empordà,170340,Calonge i Sant Antoni,0.0,0.0,0.0,0.0
5794,09/10/2021,10,Baix Empordà,170340,Calonge i Sant Antoni,0.0,0.0,0.0,0.0
5795,11/10/2021,18,Garrigues,250978,Fulleda,0.05,0.12,0.2,0.17
5796,12/10/2021,41,Vallès Oriental,81056,"Llagosta, la",0.0,0.1,0.0,0.1
5797,13/10/2021,10,Baix Empordà,171997,Torroella de Montgrí,0.05,0.0,0.0,0.05
5798,13/10/2021,10,Baix Empordà,171997,Torroella de Montgrí,0.15,0.0,0.0,0.15
5799,13/10/2021,10,Baix Empordà,171997,Torroella de Montgrí,0.0,0.0,0.0,0.0
5800,14/10/2021,2,Alt Empordà,171156,Ordis,0.02,0.0,0.0,0.02
5801,17/10/2021,18,Garrigues,250292,Arbeca,0.0,0.22,0.0,0.22
5802,17/10/2021,38,Urgell,250463,Belianes,0.0,0.78,0.18,0.78
5803,20/10/2021,18,Garrigues,250096,"Albi, l'",0.0,0.04,0.0,0.04
5804,20/10/2021,16,Conca de Barberà,430862,Montblanc,0.0,0.08,0.0,0.08
5805,20/10/2021,10,Baix Empordà,171997,Torroella de Montgrí,0.0,0.0,0.0,0.0
5806,21/10/2021,23,Noguera,250693,Castelló de Farfanya,0.0,1.05,0.12,1.05
5807,21/10/2021,16,Conca de Barberà,431763,Vimbodí i Poblet,0.0,0.02,0.04,0.02
5808,23/10/2021,23,Noguera,250024,Àger,0.0,0.12,0.0,0.12
5809,23/10/2021,38,Urgell,250030,Agramunt,0.5,0.0,0.95,0.5
5810,23/10/2021,2,Alt Empordà,170643,Espolla,0.15,0.0,0.2,0.15
5811,25/10/2021,10,Baix Empordà,170340,Calonge i Sant Antoni,0.0,0.0,0.0,0.0
5812,26/10/2021,2,Alt Empordà,171582,Sant Climent Sescebes,0.0,0.55,0.0,0.55
5813,27/10/2021,2,Alt Empordà,170427,Capmany,0.15,0.83,0.04,0.98
5814,28/10/2021,38,Urgell,251095,Guimerà,0.65,1.17,0.36,1.82
5815,03/11/2021,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.1,0.35,0.42,0.45
5816,03/11/2021,16,Conca de Barberà,431460,Senan,0.09,0.0,0.0,0.09
5817,06/11/2021,24,Osona,81173,"Masies de Voltregà, les",0.25,0.1,0.0,0.35
5818,06/11/2021,11,Baix Llobregat,80569,Castelldefels,0.02,0.0,0.0,0.02
5819,07/11/2021,25,Pallars Jussà,259046,Castell de Mur,0.0,0.05,0.0,0.05
5820,07/11/2021,19,Garrotxa,171621,Sant Ferriol,0.03,0.1,0.0,0.13
5821,07/11/2021,2,Alt Empordà,170160,Bàscara,0.08,0.0,0.0,0.08
5822,07/11/2021,10,Baix Empordà,171997,Torroella de Montgrí,0.0,14.49,0.08,14.49
5823,07/11/2021,10,Baix Empordà,171812,Santa Cristina d'Aro,0.01,0.0,0.0,0.01
5824,09/11/2021,34,Selva,170084,Anglès,0.0,0.0,0.0,0.0
5825,09/11/2021,40,Vallès Occidental,82798,Terrassa,0.0,0.1,0.0,0.1
5826,13/11/2021,13,Barcelonès,80193,Barcelona,0.0,0.6,0.0,0.6
5827,19/11/2021,25,Pallars Jussà,250019,Abella de la Conca,0.0,0.0,0.0,0.0
5828,27/11/2021,30,Ribera d'Ebre,430607,Flix,0.0,0.01,0.0,0.01
5829,28/11/2021,11,Baix Llobregat,80569,Castelldefels,0.12,0.0,0.0,0.12
5830,07/12/2021,25,Pallars Jussà,250984,Gavet de la Conca,0.0,0.15,0.0,0.15
5831,07/12/2021,4,Alt Urgell,251556,Organyà,0.0,0.0,0.0,0.0
5832,08/12/2021,11,Baix Llobregat,80569,Castelldefels,0.02,0.0,0.0,0.02
5833,08/12/2021,40,Vallès Occidental,81252,Montcada i Reixac,0.0,0.0,0.0,0.0
5834,08/12/2021,3,Alt Penedès,80919,Gelida,0.15,0.0,0.0,0.15
5835,10/12/2021,12,Baix Penedès,431634,"Vendrell, el",0.09,0.0,0.0,0.09
5836,10/12/2021,34,Selva,171805,Santa Coloma de Farners,0.05,0.0,0.0,0.05
5837,11/12/2021,38,Urgell,250030,Agramunt,0.0,0.05,0.0,0.05
5838,11/12/2021,22,Montsià,430786,Masdenverge,0.0,0.12,0.0,0.12
5839,15/12/2021,3,Alt Penedès,82270,Sant Martí Sarroca,0.0,0.06,0.0,0.06
5840,16/12/2021,20,Gironès,171557,Salt,0.02,0.0,0.0,0.02
