,Year,Subregion,Cuty,TOTAL,traffic accidents,Alerts,Other alerts,Assist_ Techn_ urg_,Assist_Tecn_ not urg_,Explosion/Collapse,Building fires,Home fires,Industrial fires,Various fires,Information  M_P,Information incidents,Smells,Animal rescue,Goods rescue,People rescue,Use of air means,Simulacrum,Veget_ agricul_ land,Veget_ forest_land,Veget_ urban_land
1329,2008.0,Conca de Barberà,Pira,8,6,,,,,,,,,1,,,,,,1,,,,,
1330,2008.0,Conca de Barberà,Pontils,8,1,,,3,2,,,,,1,,,,,,,,,,1,
1331,2008.0,Conca de Barberà,Rocafort de Queralt,2,1,,,,,,,,,,,,,,,,,,1,,
1332,2008.0,Conca de Barberà,Santa Coloma de Queralt,79,4,,,15,38,,,,,8,,,,3,,1,1,5.0,3,1,
1333,2008.0,Conca de Barberà,Sarral,32,7,1.0,,5,12,,,1,,2,,,,,,,,1.0,2,1,
1334,2008.0,Conca de Barberà,Savallà del Comtat,1,,,,,,,,1,,,,,,,,,,,,,
1335,2008.0,Conca de Barberà,Senan,2,,,,,2,,,,,,,,,,,,,,,,
1336,2008.0,Conca de Barberà,Solivella,8,5,,,2,,,,,,,,,,,,1,,,,,
1337,2008.0,Conca de Barberà,Vallclara,6,,,,,3,,,,,,,,,,,,,,1,1,1
1338,2008.0,Conca de Barberà,Vallfogona de Riucorb,4,,,,,,,,,,3,,,,,,,,,,1,
1339,2008.0,Conca de Barberà,Vilanova de Prades,8,4,,,1,3,,,,,,,,,,,,,,,,
1340,2008.0,Conca de Barberà,Vilaverd,21,9,,,1,5,,,,,1,,,,,,,,,4,1,
1341,2008.0,Conca de Barberà,Vimbodí i Poblet,50,4,,,5,32,2.0,,,,2,,,,1,,1,,,3,,
1342,2008.0,Garraf,Canyelles,38,8,1.0,,14,4,1.0,,2,,3,,,,,1.0,3,,,,1,
1343,2008.0,Garraf,Cubelles,89,11,,,19,7,,,12,5.0,25,1.0,,,4,,2,,,1,1,1
1344,2008.0,Garraf,Olivella,32,5,,,15,2,,,,,3,,,,2,,1,,,,3,1
1345,2008.0,Garraf,Sant Pere de Ribes,214,27,,,54,7,1.0,5.0,7,,71,,,1.0,13,,13,,2.0,,9,4
1346,2008.0,Garraf,Sitges,456,29,,,135,109,,4.0,13,,64,,,3.0,13,1.0,48,13,8.0,1,10,5
1347,2008.0,Garraf,Vilanova i la Geltrú,1092,33,,,194,393,,9.0,36,9.0,277,,,5.0,27,,53,2,6.0,3,12,33
1348,2008.0,Garrigues,Albagés,7,,,,,2,1.0,,,,1,,,,2,,,,,1,,
1349,2008.0,Garrigues,Albi,18,5,,,2,1,,,,,3,,,1.0,,,,,,2,4,
1350,2008.0,Garrigues,Arbeca,14,1,,,2,3,,,2,1.0,3,,,,1,,,,,1,,
1351,2008.0,Garrigues,Bellaguarda,6,1,,,3,,,,,,,,,,,,1,,1.0,,,
1352,2008.0,Garrigues,Borges Blanques,227,31,3.0,1.0,27,121,,1.0,3,,17,,,,9,,5,,,4,4,1
1353,2008.0,Garrigues,Bovera,4,1,,,1,,,,,,1,,,,,,,,,1,,
1354,2008.0,Garrigues,Castelldans,13,4,,,2,1,,,,,,,,,2,,,,,3,1,
1355,2008.0,Garrigues,Cervià de les Garrigues,10,1,,1.0,,2,,,1,,3,,,,,,,,,,2,
1356,2008.0,Garrigues,Cogul,2,,,,,1,,,,,,,,,,,,,,1,,
1357,2008.0,Garrigues,Espluga Calba,2,,,,,1,,,,,,,,,,,,,,,1,
1358,2008.0,Garrigues,Floresta,3,1,,,,1,,,,,,,,,,,,,,,1,
1359,2008.0,Garrigues,Fulleda,3,,,,,2,,,,,,,,,,,,,,,1,
1360,2008.0,Garrigues,Granadella,99,6,,,23,68,,,1,,1,,,,,,,,,,,
1361,2008.0,Garrigues,Granyena de les Garrigues,4,3,,,,,,,,,,,,,,,,,,1,,
1362,2008.0,Garrigues,Juncosa,9,4,,1.0,,1,,,,,,,,,,,,,,1,2,
1363,2008.0,Garrigues,Juneda,44,19,,,3,3,,,4,2.0,5,,,,2,,1,,,3,2,
1364,2008.0,Garrigues,Omellons,4,1,,,,2,,,,,1,,,,,,,,,,,
1365,2008.0,Garrigues,Pobla de Cérvoles,3,1,,,1,1,,,,,,,,,,,,,,,,
1366,2008.0,Garrigues,Puiggròs,8,4,,,,,,1.0,1,,1,,,,,,,,,1,,
1367,2008.0,Garrigues,Soleràs,1,,,,,,,,,,,,,,,,1,,,,,
1368,2008.0,Garrigues,Tarrés,11,2,,,1,2,,,,,3,,,,,,1,,,,2,
1369,2008.0,Garrigues,Torms,2,,,,1,,,,,,,,,,,,,,,1,,
1370,2008.0,Garrigues,Vilosell,5,,,,1,2,,,,,,,,,,,,,,,1,1
1371,2008.0,Garrigues,Vinaixa,19,12,,,1,2,,,,,2,,,,,,,,,2,,
1372,2008.0,Garrotxa,Argelaguer,9,1,,,,1,,,1,,3,,,,,,1,,,,2,
1373,2008.0,Garrotxa,Besalú,28,8,,,4,5,,,1,2.0,5,,,,,,1,1,1.0,,,
1374,2008.0,Garrotxa,Beuda,10,2,,,,6,,,,,2,,,,,,,,,,,
1375,2008.0,Garrotxa,Castellfollit de la Roca,4,1,,,1,,,1.0,,,,,,,1,,,,,,,
1376,2008.0,Garrotxa,Maià de Montcal,3,3,,,,,,,,,,,,,,,,,,,,
1377,2008.0,Garrotxa,Mieres,4,1,,,1,1,,,,,1,,,,,,,,,,,
1378,2008.0,Garrotxa,Montagut,29,2,,,1,19,,,2,,,,,,,1.0,4,,,,,
1379,2008.0,Garrotxa,Olot,323,29,2.0,,103,78,,4.0,17,1.0,41,,,2.0,8,,17,14,3.0,1,2,1
1380,2008.0,Garrotxa,Planes d'Hostoles,23,3,,,5,4,,,1,,4,,,,,,2,,,1,2,1
1381,2008.0,Garrotxa,Preses,21,4,,,9,4,,,1,,1,,,,,,2,,,,,
1382,2008.0,Garrotxa,Riudaura,12,3,,,7,,,,1,,,,,,1,,,,,,,
1383,2008.0,Garrotxa,Sales de Llierca,17,,,,,13,,,,,,,,1.0,,,2,,1.0,,,
1384,2008.0,Garrotxa,Sant Aniol de Finestres,10,1,,,3,3,,,1,,2,,,,,,,,,,,
1385,2008.0,Garrotxa,Sant Feliu de Pallerols,16,4,,,1,7,,,1,,1,,,,,,2,,,,,
1386,2008.0,Garrotxa,Sant Ferriol,9,4,,,1,2,,,,,1,,,,,,1,,,,,
1387,2008.0,Garrotxa,Sant Jaume de Llierca,4,2,,,,,,,,1.0,,,,,,,,,1.0,,,
1388,2008.0,Garrotxa,Sant Joan les Fonts,28,6,,,7,,,,2,3.0,3,1.0,,,1,,3,,,,2,
1389,2008.0,Garrotxa,Santa Pau,24,5,,,2,8,,,2,,3,,,,,,3,,,,,1
1390,2008.0,Garrotxa,Tortellà,10,3,,,,,,,,,4,,,,,,2,,,,1,
1391,2008.0,Garrotxa,Vall de Bianya,24,12,,,7,,,,2,1.0,1,,,,,,,,,1,,
1392,2008.0,Garrotxa,Vall d'en Bas,40,3,,,15,10,,,2,,3,,,,1,,4,,,,2,
1393,2008.0,Gironès,Aiguaviva,40,22,,,2,3,,,1,3.0,5,,,,,,2,,,,2,
1394,2008.0,Gironès,Bescanó,58,20,,,13,5,,,5,,9,,,,2,,1,,,,3,
1395,2008.0,Gironès,Bordils,14,5,,,1,2,,,,,2,,,,2,,,,,1,1,
1396,2008.0,Gironès,Campllong,12,1,,,3,4,,1.0,1,,1,,,,,1.0,,,,,,
1397,2008.0,Gironès,Canet d'Adri,6,1,,,,,,,,,1,,,,2,,,,1.0,,1,
1398,2008.0,Gironès,Cassà de la Selva,204,26,,,18,109,,,11,,22,,,,1,,10,,1.0,2,4,
1399,2008.0,Gironès,Celrà,64,14,,,3,18,,,3,3.0,17,,,,,,1,,2.0,2,1,
1400,2008.0,Gironès,Cervià de Ter,7,2,,,,1,,,,,2,,,,,,,,,1,1,
1401,2008.0,Gironès,Flaçà,20,6,,,5,6,,,,,2,,,,,,,,,,1,
1402,2008.0,Gironès,Fornells de la Selva,41,13,,,2,5,,,3,3.0,12,,,,,,,,,1,1,1
1403,2008.0,Gironès,Girona,1339,203,5.0,1.0,279,275,1.0,30.0,64,4.0,209,,,19.0,27,1.0,127,40,30.0,1,13,10
1404,2008.0,Gironès,Juià,12,2,,,2,1,,,1,,4,,,,1,,,,,,1,
1405,2008.0,Gironès,Llagostera,163,31,,,11,87,,2.0,4,1.0,14,,,,,,5,,1.0,2,5,
1406,2008.0,Gironès,Llambilles,26,6,,,3,10,,,2,,3,,,,,,,,,,2,
1407,2008.0,Gironès,Madremanya,8,,,,,7,,,,,,,,,,,,,,,1,
1408,2008.0,Gironès,Quart,59,17,,,1,24,,1.0,2,,6,,,1.0,2,,2,,,,3,
1409,2008.0,Gironès,Salt,228,29,,,49,17,,5.0,22,,64,,,1.0,5,,25,,6.0,4,1,
1410,2008.0,Gironès,Sant Andreu Salou,2,,,,,1,,,1,,,,,,,,,,,,,
1411,2008.0,Gironès,Sant Gregori,49,13,,,7,5,,1.0,6,3.0,9,,,,,,1,,,1,3,
1412,2008.0,Gironès,Sant Joan de Mollet,5,1,,,,,,,,2.0,2,,,,,,,,,,,
1413,2008.0,Gironès,Sant Jordi Desvalls,18,2,,,5,7,,,,,1,,,,,1.0,,,,,2,
1414,2008.0,Gironès,Sant Julià de Ramis,62,30,,1.0,7,4,,,,,13,,,,,1.0,1,,,3,1,1
1415,2008.0,Gironès,Sant Martí de Llémena,5,1,,,,1,,,,,1,,,,,,1,,,,1,
1416,2008.0,Gironès,Sant Martí Vell,11,2,,,2,5,,,,,1,,,,,,,,,,1,
1417,2008.0,Gironès,Sarrià de Ter,32,9,,1.0,9,,,,2,,9,,,,2,,,,,,,
1418,2008.0,Gironès,Vilablareix,48,18,,,6,4,,,1,2.0,11,,,1.0,2,,,,,1,2,
1419,2008.0,Gironès,Viladasens,4,3,,,,,,,,,,,,,,,,,,1,,
1420,2008.0,Maresme,Alella,61,5,,1.0,17,6,,1.0,7,,12,,,,,1.0,7,,2.0,1,,1
1421,2008.0,Maresme,Arenys de Mar,359,18,,,116,129,,4.0,6,,29,,,1.0,19,6.0,19,1,3.0,,5,3
1422,2008.0,Maresme,Arenys de Munt,81,4,1.0,,28,19,,,5,1.0,10,,,,4,,4,,2.0,,2,1
1423,2008.0,Maresme,Argentona,115,13,,,30,10,,,7,1.0,34,,,,6,,3,,1.0,1,5,4
1424,2008.0,Maresme,Cabrera de Mar,64,9,,,19,3,,2.0,3,1.0,16,,,,1,1.0,4,,,,3,2
1425,2008.0,Maresme,Cabrils,35,1,,,11,3,,2.0,4,,3,,,,4,,,,1.0,,4,2
1426,2008.0,Maresme,Caldes d'Estrac,29,4,,,10,,,,3,,4,,,,,,5,,1.0,,1,1
1427,2008.0,Maresme,Calella,166,11,1.0,1.0,65,16,,3.0,9,,35,,,,3,,19,,,,,3
1428,2008.0,Maresme,Canet de Mar,62,2,,,29,3,1.0,,5,,5,,,,6,,8,,2.0,,1,
1429,2008.0,Maresme,Dosrius,133,4,1.0,,14,87,,1.0,2,3.0,7,,,,4,,2,,1.0,,7,
1430,2008.0,Maresme,Malgrat de Mar,358,39,,,95,148,1.0,2.0,11,1.0,30,,1.0,,8,2.0,7,,4.0,1,1,7
1431,2008.0,Maresme,Masnou,101,10,,,34,6,,2.0,9,1.0,24,1.0,,1.0,3,,6,1,2.0,1,,
1432,2008.0,Maresme,Mataró,1107,47,3.0,1.0,348,184,1.0,15.0,76,11.0,238,,,11.0,46,4.0,62,15,19.0,,8,18
1433,2008.0,Maresme,Montgat,65,5,,,27,1,,1.0,4,1.0,19,,,,,,2,,,,3,2
1434,2008.0,Maresme,Òrrius,6,,,,4,1,,,,,,,,,,,,,,,1,
1435,2008.0,Maresme,Palafolls,87,22,,,21,11,,,1,,13,,,,5,,3,,2.0,1,4,4
1436,2008.0,Maresme,Pineda de Mar,356,12,,,103,132,1.0,4.0,21,2.0,32,,,2.0,19,1.0,14,,2.0,1,3,7
1437,2008.0,Maresme,Premià de Dalt,48,6,,,11,2,,1.0,2,1.0,12,,,,4,1.0,3,,3.0,,1,1
1438,2008.0,Maresme,Premià de Mar,112,1,,1.0,30,5,1.0,1.0,11,1.0,38,,,,3,,12,,6.0,,1,1
1439,2008.0,Maresme,Sant Andreu de Llavaneres,54,6,,,11,5,,2.0,5,,8,,,1.0,2,,6,,1.0,1,2,4
1440,2008.0,Maresme,Sant Cebrià de Vallalta,55,1,,,9,32,,,,,2,,,,9,,,,1.0,,,1
1441,2008.0,Maresme,Sant Iscle de Vallalta,24,2,,,7,1,,,,,2,,,,5,,3,,1.0,,3,
1442,2008.0,Maresme,Sant Pol de Mar,47,9,,,6,6,,,1,,7,,,,8,,3,,1.0,,5,1
1443,2008.0,Maresme,Sant Vicenç de Montalt,26,7,,,5,4,,,2,,3,,,,2,,1,,1.0,,,1
1444,2008.0,Maresme,Santa Susanna,61,9,,,19,3,,2.0,3,,14,,,,3,1.0,1,,2.0,,2,2
1445,2008.0,Maresme,Teià,23,7,,,4,,,,2,,6,,,,,,,,,,2,2
1446,2008.0,Maresme,Tiana,43,2,,,7,1,,,1,,18,,,,3,,3,,,,3,5
1447,2008.0,Maresme,Tordera,394,42,,,81,174,1.0,4.0,15,,40,,,1.0,11,1.0,11,,2.0,,8,3
1448,2008.0,Maresme,Vilassar de Dalt,115,4,,,14,72,,1.0,4,,17,,,,2,,1,,,,,
1449,2008.0,Maresme,Vilassar de Mar,75,3,,,35,,,1.0,10,,13,,,,2,,6,,2.0,,1,2
1450,2008.0,Montsià,Alcanar,87,32,,,10,11,,,3,,6,,1.0,,,,5,,1.0,9,6,3
1451,2008.0,Montsià,Amposta,320,57,2.0,1.0,79,67,1.0,1.0,11,1.0,41,,,,3,1.0,14,11,1.0,15,5,9
1452,2008.0,Montsià,Freginals,20,10,,,1,1,,,,,2,,,,1,,,,,4,1,
1453,2008.0,Montsià,Galera,13,4,,,,,,,1,1.0,1,,,,,,1,,,5,,
1454,2008.0,Montsià,Godall,9,2,,,1,1,,,,,1,,,,,,,,,2,2,
1455,2008.0,Montsià,Mas de Barberans,13,,,,,3,,,,,,,,,,,4,,,6,,
1456,2008.0,Montsià,Masdenverge,11,6,,,1,2,,,,,,,,,,1.0,,,,1,,
1457,2008.0,Montsià,Sant Carles de la Ràpita,90,20,,,19,2,,2.0,4,,23,,,,,,10,,,4,3,3
1458,2008.0,Montsià,Sant Jaume d'Enveja,19,2,,,7,1,,,,,3,,,,,,1,,,1,1,3
1459,2008.0,Montsià,Santa Bàrbara,61,5,,,5,5,,2.0,1,3.0,31,,,,1,,2,,,2,3,1
1460,2008.0,Montsià,Sénia,69,4,1.0,,12,30,,1.0,2,,4,,,,2,,5,,,6,1,1
1461,2008.0,Montsià,Ulldecona,174,36,,,27,75,,1.0,3,1.0,4,,,1.0,3,,1,1,1.0,10,6,4
1462,2008.0,Noguera,Àger,73,2,,,8,47,,,,1.0,1,,,1.0,,1.0,6,,,4,1,1
1463,2008.0,Noguera,Albesa,10,2,,,,,,1.0,1,1.0,4,,,,,,,,,1,,
1464,2008.0,Noguera,Algerri,10,7,,,,1,,,,,,,,,,,1,,,1,,
1465,2008.0,Noguera,Artesa de Segre,142,23,,,28,72,,,2,1.0,8,,,,1,,2,,,4,1,
1466,2008.0,Noguera,Avellanes i Santa Linya,7,3,,,1,1,,,,,,,,,,,,,1.0,,1,
1467,2008.0,Noguera,Balaguer,371,54,,4.0,115,108,1.0,1.0,4,,24,,,1.0,13,,14,7,2.0,13,4,6
1468,2008.0,Noguera,Baronia de Rialb,11,2,,,3,3,,,2,,,,,,,,,,,,1,
1469,2008.0,Noguera,Bellcaire d'Urgell,15,6,,,1,2,,,,1.0,2,,,,,,1,,,1,1,
1470,2008.0,Noguera,Bellmunt d'Urgell,2,2,,,,,,,,,,,,,,,,,,,,
1471,2008.0,Noguera,Camarasa,53,30,,,6,4,,1.0,,1.0,,,,,,,7,,1.0,2,1,
1472,2008.0,Noguera,Castelló de Farfanya,9,4,,,1,,,,1,,1,,,,,,,,,1,1,
1473,2008.0,Noguera,Cubells,8,3,,,2,2,,,,,,,,,,,,,,1,,
1474,2008.0,Noguera,Foradada,7,3,,,2,,,,,,,,,,2,,,,,,,
1475,2008.0,Noguera,Ivars de Noguera,5,,,,4,1,,,,,,,,,,,,,,,,
1476,2008.0,Noguera,Menàrguens,17,1,,,2,3,,1.0,1,1.0,2,,,,,,,,,5,1,
1477,2008.0,Noguera,Montgai,3,2,,,,,,,,,1,,,,,,,,,,,
1478,2008.0,Noguera,Oliola,8,4,,,3,1,,,,,,,,,,,,,,,,
1479,2008.0,Noguera,Os de Balaguer,14,2,,,1,2,,,1,2.0,1,,,,,2.0,,,,1,2,
1480,2008.0,Noguera,Penelles,3,1,,,,,,,,,1,,,,,,1,,,,,
1481,2008.0,Noguera,Ponts,109,10,,,20,63,,1.0,2,,5,,,,1,,3,,2.0,1,1,
1482,2008.0,Noguera,Preixens,14,2,,,6,1,,,,,2,,,1.0,,,,,,2,,
1483,2008.0,Noguera,Sentiu de Sió,22,10,,,5,,,,,,1,,,,,,,,,4,2,
1484,2008.0,Noguera,Térmens,15,5,,,1,2,,,,,1,,,,,,,,,4,2,
1485,2008.0,Noguera,Torrelameu,22,7,,,5,8,,,1,,1,,,,,,,,,,,
1486,2008.0,Noguera,Vallfogona de Balaguer,34,13,2.0,,5,1,,1.0,1,,5,,,,,,3,,,3,,
1487,2008.0,Noguera,Vilanova de l'Aguda,10,8,,,,2,,,,,,,,,,,,,,,,
1488,2008.0,Noguera,Vilanova de Meià,14,3,,,3,2,,,1,,,,,,1,,3,,,1,,
1489,2008.0,Osona,Alpens,1,,,,,,,,1,,,,,,,,,,,,,
1490,2008.0,Osona,Balenyà,25,13,,,1,3,,,1,,5,,,,,,1,,,,1,
1491,2008.0,Osona,Brull,13,4,,,2,1,,,,,,,,,,,5,,,,1,
1492,2008.0,Osona,Calldetenes,14,3,,,,,,,1,,3,,,,,,,,3.0,1,3,
1493,2008.0,Osona,Centelles,69,20,,,5,31,,,1,,4,,,1.0,1,,2,,1.0,,3,
1494,2008.0,Osona,Collsuspina,13,4,,,2,2,,,1,,1,,,,,,2,,,,1,
1495,2008.0,Osona,Espinelves,4,3,,,,,,,,,1,,,,,,,,,,,
1496,2008.0,Osona,Folgueroles,7,2,,,2,2,,,,,,,,,,,,,1.0,,,
1497,2008.0,Osona,Gurb,49,22,,,12,1,,,2,1.0,5,,,,3,,3,,,,,
1498,2008.0,Osona,Lluçà,3,1,,,,2,,,,,,,,,,,,,,,,
1499,2008.0,Osona,Malla,12,7,1.0,,1,,,,,,1,,,,,,,,,2,,
1500,2008.0,Osona,Manlleu,101,17,,,28,7,,1.0,7,,26,,,1.0,,,7,,3.0,1,1,2
1501,2008.0,Osona,Masies de Roda,9,5,,,,1,,,,,1,,,,1,,,,,1,,
1502,2008.0,Osona,Masies de Voltregà,34,14,,,,11,,,2,1.0,6,,,,,,,,,,,
1503,2008.0,Osona,Montesquiu,10,,,,,7,,,1,,1,,,,,,1,,,,,
1504,2008.0,Osona,Muntanyola,15,3,,,3,1,,,2,,1,,,,4,,1,,,,,
1505,2008.0,Osona,Olost,14,6,,,3,1,,,,,1,,,,2,,1,,,,,
1506,2008.0,Osona,Orís,14,11,,,2,,,,,,,,,,,,,,,,,1
1507,2008.0,Osona,Oristà,35,4,,,2,26,,,,,,,,,,,2,,,,1,
1508,2008.0,Osona,Perafita,10,2,,,,2,,,,,,,,,2,,1,,2.0,,1,
1509,2008.0,Osona,Prats de Lluçanès,104,7,,,19,58,,1.0,4,,8,,,,,1.0,5,,1.0,,,
1510,2008.0,Osona,Roda de Ter,28,6,,,6,1,,,1,,7,,,,1,1.0,3,,1.0,,1,
1511,2008.0,Osona,Rupit i Pruit,8,2,,,1,,,,,,2,,,,1,,1,,,,1,
1512,2008.0,Osona,Sant Agustí de Lluçanès,2,2,,,,,,,,,,,,,,,,,,,,
1513,2008.0,Osona,Sant Bartomeu del Grau,11,4,,,1,,,,,,2,,,,,,,,2.0,,2,
1514,2008.0,Osona,Sant Boi de Lluçanès,6,,,,,1,,,,,2,,,,1,1.0,1,,,,,
1515,2008.0,Osona,Sant Hipòlit de Voltregà,11,3,,,2,2,,,1,1.0,2,,,,,,,,,,,
1516,2008.0,Osona,Sant Julià de Vilatorta,18,5,,,4,1,,,,,3,,,,2,,2,,,1,,
1517,2008.0,Osona,Sant Martí d'Albars,1,,,,,,,,,1.0,,,,,,,,,,,,
1518,2008.0,Osona,Sant Martí de Centelles,8,4,,,,3,,,,,,,,,,,,,,,1,
1519,2008.0,Osona,Sant Pere de Torelló,22,5,,,5,2,,,1,,2,,,,,,4,,1.0,,1,1
1520,2008.0,Osona,Sant Quirze de Besora,13,3,1.0,,4,,,,1,,1,,,1.0,,,,,1.0,,,1
1521,2008.0,Osona,Sant Sadurní d'Osormort,8,4,,,1,,,,,,1,,,,,,2,,,,,
1522,2008.0,Osona,Sant Vicenç de Torelló,10,1,,,1,2,,,,,1,,,,,,1,,1.0,2,,1
1523,2008.0,Osona,Santa Cecília de Voltregà,5,2,,,2,,,,,,1,,,,,,,,,,,
1524,2008.0,Osona,Santa Eugènia de Berga,19,10,,,3,1,,,2,,1,,,,2,,,,,,,
1525,2008.0,Osona,Santa Eulàlia de Riuprimer,5,2,,,,,,,,,1,,,,,,1,,,,1,
1526,2008.0,Osona,Santa Maria de Besora,2,1,,,,,,,,,,,,,,,,,,,1,
1527,2008.0,Osona,Santa Maria de Corcó,26,13,,,4,,,,2,,1,,,1.0,,,3,,1.0,1,,
1528,2008.0,Osona,Seva,28,9,,,9,3,,1.0,2,,,,,,1,,1,,1.0,,1,
1529,2008.0,Osona,Sobremunt,1,,,,1,,,,,,,,,,,,,,,,,
1530,2008.0,Osona,Sora,6,3,,,1,,,,1,,,,,,,,1,,,,,
1531,2008.0,Osona,Taradell,28,7,,,4,2,,,5,,4,,,1.0,1,,2,,,1,1,
1532,2008.0,Osona,Tavèrnoles,7,4,,,1,,,1.0,,,1,,,,,,,,,,,
1533,2008.0,Osona,Tavertet,2,,,,1,,,,1,,,,,,,,,,,,,
1534,2008.0,Osona,Tona,41,17,,,4,3,,,2,3.0,2,,,1.0,5,,1,,3.0,,,
1535,2008.0,Osona,Torelló,167,16,1.0,,42,50,1.0,2.0,8,1.0,23,,,2.0,3,,14,,3.0,1,,
1536,2008.0,Osona,Vic,453,61,,,142,80,,4.0,19,3.0,57,,,6.0,14,,42,4,15.0,1,2,3
1537,2008.0,Osona,Vidrà,7,,,,,2,,,,,,,,,,2.0,3,,,,,
1538,2008.0,Osona,Viladrau,18,4,,,3,1,,,2,,1,,,,1,,4,,1.0,,,1
1539,2008.0,Osona,Vilanova de Sau,8,1,1.0,,,3,,,2,,,,,,,,1,,,,,
1540,2008.0,Pallars Jussà,Abella de la Conca,6,,,,2,4,,,,,,,,,,,,,,,,
1541,2008.0,Pallars Jussà,Castell de Mur,10,2,,,3,1,,,,,1,,,,,,,,,2,1,
1542,2008.0,Pallars Jussà,Conca de Dalt,13,1,,,3,2,,,1,,1,,,,,,,,3.0,2,,
1543,2008.0,Pallars Jussà,Gavet de la Conca,9,,,,2,1,,,,,2,,,,1,,,,,1,2,
1544,2008.0,Pallars Jussà,Isona i Conca Dellà,64,9,,,10,24,,1.0,3,,3,,,,1,,4,,1.0,4,4,
1545,2008.0,Pallars Jussà,Llimiana,8,1,,,3,,,,,,,,,,,,1,,,2,1,
1546,2008.0,Pallars Jussà,Pobla de Segur,204,8,,,38,124,,,5,,6,,,2.0,2,1.0,13,1,,4,,
1547,2008.0,Pallars Jussà,Salàs de Pallars,3,,,,1,1,,,,1.0,,,,,,,,,,,,
1548,2008.0,Pallars Jussà,Sant Esteve de la Sarga,2,,,,,1,,,,,,,,,,,1,,,,,
1549,2008.0,Pallars Jussà,Sarroca de Bellera,2,,,,,1,,,,,1,,,,,,,,,,,
1550,2008.0,Pallars Jussà,Senterada,6,,,,4,1,,,,,,,,,1,,,,,,,
1551,2008.0,Pallars Jussà,Talarn,17,5,,,4,7,,,,,,,,,1,,,,,,,
1552,2008.0,Pallars Jussà,Torre de Cabdella,15,2,1.0,,1,4,,,,,,,,,1,,3,,,,3,
1553,2008.0,Pallars Jussà,Tremp,361,20,,1.0,63,206,,,6,,16,,,10.0,1,,12,9,2.0,9,5,1
1554,2008.0,Pallars Sobirà,Alins,17,,,,1,8,,,,,,,,,,1.0,6,,,,1,
1555,2008.0,Pallars Sobirà,Alt Àneu,25,6,,,4,2,,1.0,,,,,,,2,,7,,,3,,
1556,2008.0,Pallars Sobirà,Baix Pallars,17,4,,,2,5,,,,,,,,,2,,4,,,,,
1557,2008.0,Pallars Sobirà,Espot,67,4,2.0,,29,15,,,,,1,,,,2,,13,,,,,1
1558,2008.0,Pallars Sobirà,Esterri d'Àneu,114,7,,,37,50,,,1,,3,,,,1,1.0,9,,,4,,1
1559,2008.0,Pallars Sobirà,Farrera,5,1,,,2,,,1.0,,,,,,,,,1,,,,,
1560,2008.0,Pallars Sobirà,Guingueta d'Àneu,19,3,,,4,4,,,2,,3,,,,1,,1,,,1,,
1561,2008.0,Pallars Sobirà,Lladorre,14,,,,,7,,,1,,,,,,2,,4,,,,,
1562,2008.0,Pallars Sobirà,Llavorsí,33,5,,,8,14,,,1,1.0,1,,,,,,2,1,,,,
1563,2008.0,Pallars Sobirà,Rialp,26,2,,,12,8,,,1,,,,,,1,,2,,,,,
1564,2008.0,Pallars Sobirà,Soriguera,16,5,,,2,3,,,,,1,,,,1,2.0,1,,,,1,
1565,2008.0,Pallars Sobirà,Sort,263,13,2.0,,37,152,,2.0,6,,8,,,2.0,18,,13,,,3,2,5
1566,2008.0,Pallars Sobirà,Tírvia,189,,,,,171,,,,,,,,,,1.0,,17,,,,
1567,2008.0,Pallars Sobirà,Vall de Cardós,22,,1.0,,5,5,,1.0,4,,1,,,,3,,2,,,,,
1568,2008.0,Pla de l'Estany,Banyoles,238,20,,,62,60,,3.0,16,1.0,42,,,1.0,3,1.0,24,1,1.0,1,2,
1569,2008.0,Pla de l'Estany,Camós,7,,,,1,4,,,,,1,,,,,,,,,1,,
1570,2008.0,Pla de l'Estany,Cornellà del Terri,26,7,,,3,1,,,2,2.0,4,,,,,1.0,2,,,2,2,
1571,2008.0,Pla de l'Estany,Crespià,5,1,,,,2,,,,,,,,,,,1,,,,1,
1572,2008.0,Pla de l'Estany,Esponellà,9,1,,,1,2,,,,,5,,,,,,,,,,,
1573,2008.0,Pla de l'Estany,Fontcoberta,14,1,,,4,3,,,1,1.0,3,,,,,,1,,,,,
1574,2008.0,Pla de l'Estany,Palol de Revardit,16,7,,,5,,,,2,,1,,,,,,1,,,,,
1575,2008.0,Pla de l'Estany,Porqueres,38,8,,,6,9,,,1,1.0,10,,,,,,,,,,2,1
1576,2008.0,Pla de l'Estany,Sant Miquel de Campmajor,10,,,,4,2,,,,,3,,,,,,,,,,,1
1577,2008.0,Pla de l'Estany,Serinyà,19,9,,,4,2,,,,1.0,2,,,,,,1,,,,,
1578,2008.0,Pla de l'Estany,Vilademuls,23,9,,,1,4,,,,,5,,,,,,1,,,1,2,
1579,2008.0,Pla d'Urgell,Barbens,7,1,,,4,1,,,1,,,,,,,,,,,,,
1580,2008.0,Pla d'Urgell,Bell-lloc d'Urgell,47,20,,,,1,1.0,,1,,11,,,,3,,1,,,6,3,
1581,2008.0,Pla d'Urgell,Bellvís,29,10,,,6,1,,,,,4,,,1.0,2,,1,,,2,1,1
1582,2008.0,Pla d'Urgell,Castellnou de Seana,18,8,,,2,,,,,,3,,,,2,,,,,3,,
