year,subregion,fires,affected_wood_ha,affected_scrub_ha,affected_total_ha,affected_size,forest_wood_Ha,forest_scrub_Ha,forest_other_Ha,areas_without_vegetation_Ha,rainfed_crops_Ha,irrigated_crops_Ha,urban_Ha,annual_avg_temp,average_maximums,average_minimums,outright_maximum,outright_minimum,annual_rainfall_mm,relative_humidity_%,wind_avg_speed_ms,wind_dominant_direction,risk_forest_fire
2007-01-01,Gironès,41.0,2.5,2.0,4.5,0 <10 ha,33645.0,2100.0,215.0,2046.0,10076.0,4271.0,5247.0,15.36,23.0,9.6,38.0,-5.3,589.0,71.0,1.3,S,Very high
2007-01-01,Maresme,11.0,8.0,1.8,9.7,0 <10 ha,20557.0,2224.0,2015.0,2176.0,744.0,2875.0,9159.0,17.0,21.8,12.7,32.4,0.2,354.0,66.0,2.6,ENE,High
2007-01-01,Montsià,9.0,0.0,37.8,37.8,10 > 100 ha,9248.0,13232.0,1004.0,5500.0,22776.0,18959.0,3071.0,17.0,21.8,12.8,32.6,0.7,398.0,69.0,3.3,WNW,High
2007-01-01,Noguera,7.0,10.0,1.0,11.0,10 > 100 ha,59370.0,36827.0,323.0,4875.0,46935.0,26715.0,3295.0,14.0,21.2,7.8,40.4,-8.2,300.0,69.0,1.0,N,High
2007-01-01,Osona,10.0,1.2,3.5,4.7,0 <10 ha,73177.0,11580.0,3227.0,4422.0,27790.0,601.0,5554.0,12.0,20.4,5.7,38.5,-8.8,510.0,72.0,0.8,SW,High
2007-01-01,Pallars Jussà,8.0,1.4,6.4,7.8,0 <10 ha,55484.0,50915.0,3490.0,3245.0,16392.0,2939.0,1945.0,13.0,21.0,6.0,38.2,-9.1,422.0,63.0,0.9,SSE,Moderate
2007-01-01,Pallars Sobirà,4.0,0.0,2.3,2.3,0 <10 ha,62869.0,61719.0,6322.0,1642.0,1657.0,291.0,1390.0,11.462499999999999,19.724999999999998,5.768750000000001,34.262499999999996,-7.39375,754.625,66.61875,1.475,..,Low
2007-01-01,Pla d'Urgell,0.0,0.0,0.0,0.0,,25.0,509.0,86.0,1008.0,505.0,26636.0,1801.0,13.0,20.8,7.1,41.2,-8.6,231.0,68.0,2.8,ESE,Moderate
2007-01-01,Pla de l'Estany,13.0,1.0,0.4,1.4,0 <10 ha,13926.0,1156.0,439.0,830.0,7319.0,1125.0,1525.0,15.0,21.8,10.1,35.8,-3.9,676.0,66.0,2.0,NNE,High
2007-01-01,Priorat,8.0,334.3,68.0,402.3,100 > 500 ha,19952.0,15730.0,0.0,1064.0,9938.0,2048.0,938.0,13.0,21.0,7.0,38.7,-9.5,359.0,67.0,2.0,W,Very high
2007-01-01,Ribera d'Ebre,12.0,38.3,83.1,121.4,100 > 500 ha,19461.0,25866.0,7447.0,7382.0,14083.0,6376.0,1985.0,16.0,23.6,9.8,40.4,-9.1,267.0,61.0,2.3,SSE,Very high
2007-01-01,Ripollès,2.0,28.5,52.3,80.8,10 > 100 ha,41810.0,4279.0,43432.0,4071.0,699.0,6.0,1496.0,10.0,18.2,3.2,33.7,-11.5,547.0,78.0,1.3,SW,Low
2007-01-01,Segarra,8.0,7.5,10.3,17.8,10 > 100 ha,9429.0,13520.0,1900.0,742.0,44573.0,201.0,1905.0,13.0,19.2,8.1,38.8,-6.2,293.0,66.0,2.9,W,Moderate
2007-01-01,Segrià,25.0,2.7,17.2,19.9,10 > 100 ha,9134.0,17406.0,489.0,6366.0,34532.0,65607.0,6186.0,14.0,20.6,7.4,39.2,-10.8,211.0,68.0,2.5,WNW,Moderate
2007-01-01,Selva,17.0,3.5,0.2,3.8,0 <10 ha,69998.0,6963.0,1755.0,2995.0,5094.0,4084.0,8729.0,15.0,22.3,7.8,39.3,-7.8,390.0,73.0,1.3,SE,Very high
2007-01-01,Solsonès,5.0,36.1,4.0,40.1,10 > 100 ha,58569.0,18997.0,820.0,1599.0,18839.0,51.0,1305.0,13.0,20.3,7.0,38.0,-6.5,425.0,67.0,1.8,SW,Very high
2007-01-01,Tarragonès,10.0,4.3,0.8,5.1,0 <10 ha,4082.0,4579.0,0.0,1889.0,8905.0,3941.0,8344.0,16.0,22.3,10.5,34.1,-5.2,408.0,67.0,2.2299999999999995,..,High
2007-01-01,Terra Alta,14.0,11.1,11.9,23.1,10 > 100 ha,25535.0,16926.0,0.0,937.0,29216.0,332.0,1295.0,14.0,20.2,8.8,38.6,-7.6,671.0,66.0,3.0,WSW,Very high
2007-01-01,Urgell,11.0,0.5,10.0,10.5,10 > 100 ha,3540.0,4485.0,239.0,1163.0,30840.0,15556.0,2107.0,14.0,20.2,9.3,39.8,-5.4,272.0,62.0,3.3,WSW,Moderate
2007-01-01,Aran,0.0,0.0,0.0,0.0,,21823.0,35232.0,4606.0,883.0,58.0,0.0,688.0,9.0,16.4,4.0,35.2,-10.0,801.0,72.0,1.5,S,Low
2007-01-01,Vallès Occidental,27.0,5.7,2.2,8.0,0 <10 ha,23187.0,7208.0,1176.0,3020.0,4089.0,572.0,19048.0,13.0,21.1,7.0,36.1,-8.9,550.0,72.0,1.736842105263158,..,Moderate
2007-01-01,Vallès Oriental,16.0,1.7,0.5,2.2,0 <10 ha,46458.0,6697.0,3374.0,3792.0,8014.0,2498.0,14337.0,14.0,22.1,8.2,35.5,-5.9,501.0,74.0,0.8,E,Moderate
2008-01-01,Alt Camp,2.0,0.2,0.6,0.9,0 <10 ha,14385.0,12211.0,0.0,1121.0,18785.0,4165.0,3103.0,15.0,20.5,10.6,34.6,0.1,482.0,60.6,3.2,NNW,Moderate
2008-01-01,Alt Empordà,39.0,2.2,11.5,13.7,10 > 100 ha,55210.0,25183.0,4602.0,4382.0,24605.0,13919.0,7802.0,16.0,21.0,11.3,34.5,-1.0,407.0,65.5,3.3,NNE,Very high
2008-01-01,Alt Penedès,14.0,3.0,1.5,4.5,0 <10 ha,13645.0,13081.0,1836.0,2166.0,22423.0,300.0,5869.0,15.0,20.4,9.9,34.2,-2.0,576.0,68.6,1.9,NW,High
2008-01-01,Alt Urgell,1.0,0.0,0.0,0.0,,91672.0,36999.0,5641.0,2378.0,3802.0,2262.0,1946.0,11.0,18.0,5.5,34.1,-7.3,722.0,63.5,1.6,SW,Low
2008-01-01,Alta Ribagorça,3.0,0.0,2.0,2.0,0 <10 ha,16332.0,22905.0,1541.0,829.0,590.0,180.0,413.0,10.0,18.5,2.8,35.4,-10.8,816.0,70.0,1.1,SSE,Low
2008-01-01,Anoia,21.0,1.7,2.3,4.1,0 <10 ha,29627.0,14136.0,5499.0,2520.0,28971.0,438.0,5559.0,15.0,20.2,10.1,34.7,-1.7,752.0,64.2,2.3,NW,Very high
2008-01-01,Bages,18.0,1.3,0.4,1.8,0 <10 ha,66164.0,24310.0,4522.0,4900.0,21948.0,821.0,7295.0,13.0,20.3,7.0,36.6,-7.3,818.0,71.4,1.1,S,Very high
2008-01-01,Baix Camp,8.0,0.2,1.0,1.2,0 <10 ha,19137.0,17272.0,5552.0,3120.0,6472.0,11890.0,6287.0,16.0,20.3,11.6,32.8,-1.5,692.0,65.0,1.3,WNW,Very high
2008-01-01,Baix Ebre,11.0,3.5,3.2,6.7,0 <10 ha,14537.0,24349.0,2586.0,4691.0,31024.0,17846.0,4907.0,16.0,20.5,11.9,35.3,-2.5,491.0,65.6,4.7,NNW,Low
2008-01-01,Baix Empordà,12.0,2.5,0.0,2.5,0 <10 ha,29873.0,6459.0,2711.0,4074.0,12153.0,8906.0,6084.0,15.0,21.9,8.8,36.8,-3.0,693.0,75.2,1.8,S,High
2008-01-01,Baix Llobregat,30.0,1.4,5.8,7.2,0 <10 ha,11666.0,10255.0,1957.0,3512.0,2084.0,2102.0,17004.0,15.0,21.0,11.0,34.7,0.3,738.0,63.8,1.7,W,Very high
2008-01-01,Baix Penedès,6.0,0.2,1.3,1.5,0 <10 ha,7214.0,8051.0,0.0,1475.0,8167.0,371.0,4302.0,16.0,21.7,10.7,35.2,-1.2,590.0,66.8,2.6,NE,Low
2008-01-01,Barcelonès,2.0,0.0,0.1,0.1,0 <10 ha,1416.0,1043.0,125.0,156.0,25.0,56.0,11549.0,15.0,19.1,11.5,34.6,0.8,622.0,67.6,4.2,NNW,Low
2008-01-01,Berguedà,10.0,3.2,0.3,3.4,0 <10 ha,63420.0,19694.0,20960.0,2325.0,9916.0,87.0,2110.0,11.0,16.7,6.0,34.0,-4.7,1054.0,70.8,1.6,SW,Moderate
2008-01-01,Cerdanya,5.0,0.0,0.6,0.6,0 <10 ha,24549.0,16888.0,7368.0,1081.0,2286.0,822.0,2012.0,9.0,16.9,1.0,34.8,-12.1,648.0,67.2,2.6,E,Low
2008-01-01,Conca de Barberà,9.0,4.4,14.2,18.6,10 > 100 ha,20715.0,13504.0,460.0,3028.0,24872.0,341.0,2100.0,14.0,19.6,8.6,34.7,-4.0,319.0,70.8,3.0,W,High
2008-01-01,Garraf,10.0,0.2,0.1,0.3,0 <10 ha,3848.0,6711.0,469.0,938.0,1647.0,134.0,4713.0,16.0,21.3,11.3,34.3,-0.7,588.0,67.8,0.5,SW,Very high
2008-01-01,Garrigues,5.0,0.8,0.2,1.0,0 <10 ha,13464.0,15604.0,34.0,1062.0,35885.0,11404.0,2337.0,13.0,18.7,8.4,34.5,-5.7,400.0,65.7,2.0,S,Moderate
2008-01-01,Garrotxa,1.0,0.0,0.0,0.0,,56658.0,2381.0,4108.0,1122.0,5760.0,1294.0,2107.0,13.0,20.6,6.9,38.1,-6.1,1037.0,71.8,1.3,SW,Moderate
2008-01-01,Gironès,22.0,1.4,5.0,6.4,0 <10 ha,33570.0,2100.0,220.0,1924.0,10425.0,4237.0,5124.0,15.0,21.6,9.3,37.1,-3.7,814.0,71.0,1.3,S,Very high
2008-01-01,Maresme,16.0,0.2,6.8,7.0,0 <10 ha,20582.0,2224.0,1875.0,2180.0,726.0,2909.0,9254.0,16.0,20.4,12.5,31.2,1.0,632.0,66.6,2.6,ENE,High
2008-01-01,Montsià,2.0,0.0,5.8,5.8,0 <10 ha,9293.0,13232.0,2726.0,5633.0,21511.0,18324.0,3071.0,17.0,21.3,12.8,31.9,0.3,459.0,69.6,3.3,WNW,High
2008-01-01,Noguera,10.0,16.9,1.2,18.0,10 > 100 ha,59700.0,36827.0,584.0,4950.0,46189.0,26676.0,3414.0,14.0,20.5,8.4,36.4,-5.5,487.0,69.1,1.0,N,High
2008-01-01,Osona,7.0,0.9,0.1,1.0,0 <10 ha,74231.0,11606.0,4088.0,4517.0,25507.0,721.0,5681.0,12.0,19.5,6.4,37.4,-7.4,824.0,72.1,0.8,SW,High
2008-01-01,Pallars Jussà,5.0,7.9,9.7,17.6,10 > 100 ha,55483.0,50915.0,4497.0,3225.0,15714.0,2807.0,1769.0,12.0,19.9,6.0,38.7,-9.8,671.0,63.0,0.9,SSE,Moderate
2008-01-01,Pallars Sobirà,4.0,0.1,2.0,2.0,0 <10 ha,62943.0,61718.0,6274.0,1664.0,1634.0,263.0,1394.0,11.462499999999999,19.724999999999998,5.768750000000001,34.262499999999996,-7.39375,754.625,66.61875,1.475,..,Low
2008-01-01,Pla d'Urgell,0.0,0.0,0.0,0.0,,33.0,509.0,10.0,1147.0,592.0,26408.0,1871.0,14.0,20.8,8.0,38.2,-5.3,527.0,68.2,2.8,ESE,Moderate
2008-01-01,Pla de l'Estany,6.0,0.5,0.0,0.6,0 <10 ha,13924.0,1272.0,523.0,822.0,7263.0,1149.0,1367.0,15.0,21.2,9.8,37.7,-2.5,817.0,66.4,2.0,NNE,High
2008-01-01,Priorat,6.0,0.1,1.3,1.4,0 <10 ha,19971.0,15730.0,0.0,1091.0,9890.0,2039.0,949.0,14.0,20.2,9.9,35.8,-3.6,722.0,67.8,2.0,W,Very high
2008-01-01,Ribera d'Ebre,6.0,0.2,0.1,0.2,0 <10 ha,19593.0,25876.0,7424.0,8357.0,12480.0,6796.0,2074.0,16.0,22.7,10.1,38.3,-4.0,584.0,61.9,2.3,SSE,Very high
2008-01-01,Ripollès,1.0,0.0,0.2,0.2,0 <10 ha,51918.0,4318.0,34338.0,2670.0,1117.0,9.0,1420.0,10.0,16.9,3.9,32.5,-8.9,1157.0,78.6,1.3,SW,Low
2008-01-01,Segarra,19.0,0.1,8.5,8.6,0 <10 ha,9437.0,13520.0,1899.0,772.0,44452.0,229.0,1961.0,13.0,18.4,8.2,36.2,-6.5,495.0,66.1,2.9,W,Moderate
2008-01-01,Segrià,27.0,87.1,21.0,108.0,100 > 500 ha,9116.0,17268.0,489.0,6850.0,34297.0,65238.0,6462.0,14.0,20.1,8.1,36.8,-6.6,412.0,68.0,2.5,WNW,Moderate
2008-01-01,Selva,10.0,1.3,0.5,1.8,0 <10 ha,69897.0,6743.0,2067.0,3020.0,5014.0,4116.0,8785.0,14.0,21.1,7.6,38.2,-5.8,780.0,73.8,1.3,SE,Very high
2008-01-01,Solsonès,4.0,0.1,0.7,0.8,0 <10 ha,58561.0,18913.0,909.0,1641.0,18818.0,24.0,1314.0,12.0,18.2,7.2,35.1,-4.6,791.0,67.5,1.8,SW,Very high
2008-01-01,Tarragonès,3.0,0.7,1.1,1.8,0 <10 ha,4080.0,4579.0,0.0,2349.0,8561.0,3630.0,8541.0,16.0,21.1,10.4,33.8,-2.3,851.0,67.9,2.2299999999999995,..,High
2008-01-01,Terra Alta,8.0,5.6,2.6,8.2,0 <10 ha,25824.0,17164.0,0.0,933.0,28062.0,923.0,1304.0,14.0,19.2,9.0,35.7,-6.2,701.0,66.6,3.0,WSW,Very high
2008-01-01,Urgell,10.0,0.0,12.6,12.7,10 > 100 ha,3580.0,5180.0,92.0,1170.0,30435.0,15354.0,2119.0,14.0,19.3,9.1,37.0,-6.4,598.0,62.9,3.3,WSW,Moderate
2008-01-01,Aran,4.0,38.4,259.5,297.9,100 > 500 ha,21856.0,35232.0,4566.0,862.0,51.0,0.0,723.0,9.0,15.9,4.3,33.8,-9.2,988.0,72.9,1.5,S,Low
2008-01-01,Vallès Occidental,26.0,0.2,2.7,2.8,0 <10 ha,23326.0,7555.0,554.0,3132.0,4050.0,584.0,19116.0,13.0,20.2,7.5,35.7,-8.0,762.0,72.3,1.736842105263158,..,Moderate
2008-01-01,Vallès Oriental,18.0,2.9,0.8,3.7,0 <10 ha,46416.0,7094.0,3763.0,3895.0,7195.0,2479.0,14311.0,14.0,20.9,8.4,36.4,-4.8,719.0,74.6,0.8,E,Moderate
2009-01-01,Alt Camp,28.0,38.6,56.4,95.0,10 > 100 ha,14355.0,12211.0,0.0,1196.0,18666.0,4064.0,3278.0,16.0,21.2,10.9,35.9,-2.9,461.0,64.3,2.7,NNW,Moderate
2009-01-01,Alt Empordà,49.0,3.3,16.7,20.0,10 > 100 ha,55016.0,25032.0,3494.0,4630.0,24992.0,14622.0,7917.0,17.0,21.5,11.7,36.4,-4.7,399.0,61.4,3.1,NNE,Very high
2009-01-01,Alt Penedès,19.0,0.2,2.2,2.5,0 <10 ha,13610.0,13093.0,1856.0,2242.0,22379.0,282.0,5859.0,15.0,21.3,10.3,36.5,-2.9,500.0,69.5,1.7,NNE,High
2009-01-01,Alt Urgell,5.0,0.0,0.6,0.6,0 <10 ha,91975.0,36999.0,5632.0,2349.0,3714.0,2193.0,1839.0,12.0,18.8,5.8,33.6,-9.1,656.0,63.6,1.6,SW,Low
2009-01-01,Alta Ribagorça,4.0,0.0,6.9,6.9,0 <10 ha,16331.0,22906.0,1541.0,829.0,590.0,180.0,413.0,10.0,19.5,3.3,34.6,-11.8,921.0,70.3,1.1,SSE,Low
2009-01-01,Anoia,44.0,21.8,8.1,29.9,10 > 100 ha,29550.0,14191.0,5517.0,2522.0,28967.0,447.0,5556.0,15.0,20.9,10.7,36.4,-4.4,584.0,66.3,2.4,NW,Very high
2009-01-01,Bages,44.0,189.6,11.7,201.3,100 > 500 ha,66164.0,24315.0,4666.0,4839.0,21836.0,760.0,7380.0,13.0,21.1,6.8,37.4,-9.9,488.0,68.9,1.2,S,Very high
2009-01-01,Baix Camp,7.0,0.1,0.7,0.9,0 <10 ha,19122.0,17275.0,5016.0,3471.0,6826.0,11577.0,6444.0,16.0,21.1,11.9,35.7,-1.4,355.0,67.2,1.0,WNW,Very high
2009-01-01,Baix Ebre,24.0,3.2,8.1,11.3,10 > 100 ha,17398.0,23045.0,5189.0,5167.0,27940.0,16659.0,4543.0,16.0,21.3,12.3,36.7,-1.3,353.0,66.7,3.9,NNW,Low
2009-01-01,Baix Empordà,44.0,18.8,12.9,31.7,10 > 100 ha,29774.0,6509.0,2958.0,4127.0,12027.0,8715.0,6150.0,16.0,22.5,9.2,40.1,-7.9,453.0,68.3,1.9,S,High
2009-01-01,Baix Llobregat,27.0,1.0,2.2,3.2,0 <10 ha,11493.0,10376.0,1925.0,4217.0,1874.0,1742.0,16953.0,16.0,21.8,11.9,38.5,-2.9,554.0,65.8,2.0,W,Very high
2009-01-01,Baix Penedès,17.0,71.0,77.6,148.6,100 > 500 ha,7070.0,8154.0,0.0,1475.0,8077.0,411.0,4393.0,16.0,22.2,11.3,36.5,-3.2,432.0,68.3,2.4,NNE,Low
2009-01-01,Barcelonès,8.0,0.1,3.5,3.5,0 <10 ha,1416.0,1043.0,131.0,162.0,13.0,48.0,11557.0,15.0,20.2,12.0,37.8,-2.2,528.0,65.1,4.0,SSW,Low
2009-01-01,Berguedà,7.0,0.0,0.0,0.1,0 <10 ha,63231.0,19976.0,21168.0,2573.0,9300.0,78.0,2186.0,12.0,18.3,7.0,34.9,-10.4,647.0,73.7,1.4,SSW,Moderate
2009-01-01,Cerdanya,4.0,0.0,0.5,0.5,0 <10 ha,24566.0,16862.0,7445.0,1044.0,2200.0,821.0,2068.0,9.0,17.6,1.4,32.6,-16.0,625.0,70.2,2.5,ENE,Low
2009-01-01,Conca de Barberà,13.0,15.6,2.8,18.4,10 > 100 ha,20740.0,13510.0,457.0,2952.0,24829.0,352.0,2180.0,14.0,20.4,9.1,36.3,-6.4,486.0,71.5,2.8,W,High
2009-01-01,Garraf,7.0,3.2,1.1,4.3,0 <10 ha,3846.0,6717.0,483.0,966.0,1625.0,165.0,4658.0,16.0,22.1,11.9,37.4,-2.8,439.0,70.2,0.6,SSW,Very high
2009-01-01,Garrigues,12.0,0.5,1.7,2.2,0 <10 ha,13465.0,15604.0,2.0,1156.0,35320.0,11842.0,2401.0,14.0,19.8,8.9,35.7,-6.7,431.0,64.5,2.3,S,Moderate
2009-01-01,Garrotxa,3.0,0.7,0.0,0.7,0 <10 ha,56611.0,2381.0,4101.0,1214.0,5556.0,1308.0,2259.0,14.0,21.8,7.6,38.0,-9.5,619.0,70.4,1.4,SSW,Moderate
2009-01-01,Gironès,33.0,2.1,1.2,3.3,0 <10 ha,33456.0,2100.0,211.0,1985.0,10315.0,4369.0,5164.0,16.0,22.6,9.9,39.3,-7.3,597.0,67.1,1.4,S,Very high
2009-01-01,Maresme,37.0,0.6,4.5,5.1,0 <10 ha,20477.0,2224.0,1797.0,2223.0,804.0,2863.0,9362.0,17.0,20.9,13.1,38.2,0.5,390.0,64.6,2.2,WNW,High
2009-01-01,Montsià,6.0,1.0,6.2,7.2,0 <10 ha,9324.0,13237.0,2732.0,5691.0,21635.0,18046.0,3126.0,17.0,21.7,13.1,34.1,-0.8,321.0,70.4,3.5,NW,High
2009-01-01,Noguera,23.0,381.7,539.8,921.5,500 > 1000 ha,59631.0,36450.0,1126.0,5043.0,46211.0,26160.0,3720.0,15.0,21.8,8.8,38.1,-9.4,406.0,70.5,1.2,SW,High
2009-01-01,Osona,11.0,0.3,0.9,1.1,0 <10 ha,74798.0,11606.0,4447.0,4688.0,24251.0,707.0,5854.0,13.0,20.6,6.7,36.1,-9.9,644.0,74.4,0.8,SW,High
2009-01-01,Pallars Jussà,6.0,2.0,1.6,3.6,0 <10 ha,55488.0,50915.0,4497.0,3249.0,15685.0,2807.0,1769.0,13.0,20.8,6.9,37.4,-9.9,582.0,64.3,1.0,SSE,Moderate
2009-01-01,Pallars Sobirà,5.0,1.5,84.4,85.9,10 > 100 ha,63035.0,62115.0,6257.0,1665.0,1249.0,175.0,1394.0,11.462499999999999,19.724999999999998,5.768750000000001,34.262499999999996,-7.39375,754.625,66.61875,1.475,..,Low
2009-01-01,Pla d'Urgell,0.0,0.0,0.0,0.0,,31.0,164.0,793.0,1296.0,564.0,25771.0,1951.0,15.0,21.6,8.4,37.9,-9.2,361.0,70.2,2.6,WSW,Moderate
2009-01-01,Pla de l'Estany,11.0,0.1,1.2,1.2,0 <10 ha,13922.0,1272.0,478.0,826.0,7309.0,1147.0,1367.0,16.0,22.0,10.4,39.0,-5.4,562.0,65.4,2.1,S,High
2009-01-01,Priorat,21.0,0.2,3.5,3.8,0 <10 ha,19961.0,15730.0,0.0,1126.0,9794.0,2001.0,1058.0,15.0,21.1,8.7,36.2,-7.7,546.0,65.0,2.7,ESE,Very high
2009-01-01,Ribera d'Ebre,8.0,0.9,0.2,1.1,0 <10 ha,21896.0,23736.0,7501.0,8436.0,11800.0,7092.0,2138.0,17.0,23.7,10.4,39.5,-5.6,418.0,64.0,2.7,SSE,Very high
2009-01-01,Ripollès,3.0,0.0,1.7,1.7,0 <10 ha,52053.0,4312.0,34207.0,2679.0,1116.0,6.0,1417.0,10.0,17.7,4.2,33.6,-13.2,827.0,76.8,1.3,SW,Low
2009-01-01,Segarra,28.0,243.5,440.9,684.4,500 > 1000 ha,9480.0,13520.0,1896.0,762.0,44444.0,220.0,1948.0,13.0,19.2,8.3,36.9,-7.5,392.0,66.8,2.8,WSW,Moderate
2009-01-01,Segrià,30.0,23.7,14.2,37.9,10 > 100 ha,9138.0,17268.0,489.0,6748.0,33637.0,65833.0,6607.0,14.0,21.2,8.4,36.6,-10.3,413.0,68.8,2.5,E,Moderate
2009-01-01,Selva,22.0,2.9,1.3,4.1,0 <10 ha,69837.0,6695.0,1804.0,3298.0,5037.0,4145.0,8826.0,15.0,22.2,8.3,38.6,-9.7,605.0,74.8,1.4,SE,Very high
2009-01-01,Solsonès,10.0,0.4,3.4,3.9,0 <10 ha,58558.0,18913.0,2831.0,1513.0,17554.0,25.0,786.0,13.0,19.3,8.2,36.0,-8.0,533.0,67.3,1.9,SW,Very high
2009-01-01,Tarragonès,11.0,4.0,9.8,13.8,10 > 100 ha,4046.0,4579.0,0.0,2552.0,8447.0,3523.0,8593.0,16.0,21.6,10.8,36.2,-6.5,634.0,68.1,2.5,WNW,High
2009-01-01,Terra Alta,8.0,564.5,286.0,850.5,500 > 1000 ha,25847.0,17164.0,20.0,955.0,27874.0,1007.0,1343.0,15.0,20.5,9.4,39.9,-5.6,466.0,60.7,2.6,SW,Very high
2009-01-01,Urgell,12.0,54.1,81.0,135.1,100 > 500 ha,3575.0,5180.0,83.0,1168.0,30446.0,15359.0,2119.0,15.0,20.4,9.8,37.6,-7.6,380.0,65.9,3.0,W,Moderate
2009-01-01,Aran,2.0,25.4,66.6,92.0,10 > 100 ha,21857.0,35232.0,4517.0,895.0,51.0,0.0,738.0,10.0,17.5,4.8,34.3,-10.0,992.0,71.1,1.7,S,Low
2009-01-01,Vallès Occidental,46.0,1.4,4.3,5.7,0 <10 ha,23342.0,7555.0,561.0,3113.0,4000.0,595.0,19134.0,14.0,21.1,8.2,36.8,-6.2,551.0,71.2,1.736842105263158,..,Moderate
2009-01-01,Vallès Oriental,47.0,6.3,0.9,7.2,0 <10 ha,46388.0,7284.0,3430.0,3775.0,7061.0,2483.0,14749.0,15.0,21.6,8.7,37.8,-7.2,531.0,75.0,0.6,E,Moderate
2010-01-01,Alt Camp,8.0,0.8,0.5,1.4,0 <10 ha,14429.0,12211.0,0.0,1231.0,18518.0,4067.0,3315.0,14.0,19.3,9.3,35.7,-3.4,595.0,66.5,2.9,N,Moderate
2010-01-01,Alt Empordà,33.0,1.1,2.9,4.0,0 <10 ha,55096.0,25076.0,2492.0,4671.0,25230.0,15088.0,8050.0,16.0,20.3,10.7,36.0,-3.3,884.0,61.3,3.2,NE,Very high
2010-01-01,Alt Penedès,5.0,0.0,0.6,0.6,0 <10 ha,13726.0,13076.0,1804.0,2229.0,22302.0,286.0,5897.0,14.0,19.9,9.4,36.8,-3.7,571.0,69.7,1.8,NE,High
2010-01-01,Alt Urgell,4.0,0.9,0.5,1.4,0 <10 ha,91930.0,36977.0,5612.0,2449.0,3622.0,2202.0,1909.0,10.0,16.9,4.8,34.5,-9.2,603.0,65.3,1.6,SW,Low
2010-01-01,Alta Ribagorça,0.0,0.0,0.0,0.0,,16382.0,22850.0,1545.0,836.0,590.0,180.0,407.0,9.0,17.2,2.7,34.6,-10.6,962.0,73.7,1.2,N,Low
2010-01-01,Anoia,17.0,0.1,0.4,0.4,0 <10 ha,29504.0,14419.0,5325.0,2484.0,28935.0,446.0,5638.0,14.0,19.2,9.5,34.6,-3.4,729.0,67.4,2.3,NW,Very high
2010-01-01,Bages,29.0,3.5,22.7,26.2,10 > 100 ha,65912.0,24940.0,4414.0,4761.0,21764.0,745.0,7424.0,12.0,19.2,6.0,35.4,-8.9,712.0,70.3,1.1,S,Very high
2010-01-01,Baix Camp,7.0,0.3,0.9,1.2,0 <10 ha,19122.0,17274.0,5758.0,3568.0,6355.0,11208.0,6444.0,15.0,19.9,11.1,38.4,-2.9,529.0,66.1,1.1,NW,Very high
2010-01-01,Baix Ebre,16.0,23.7,13.0,36.7,10 > 100 ha,16035.0,23045.0,6225.0,5297.0,27543.0,16682.0,5113.0,15.0,20.0,11.4,38.3,-1.0,535.0,65.7,4.4,N,Low
2010-01-01,Baix Empordà,34.0,67.6,19.1,86.6,10 > 100 ha,29773.0,6493.0,2886.0,4086.0,12014.0,8870.0,6139.0,14.0,20.6,8.3,37.1,-6.6,881.0,71.2,2.0,S,High
2010-01-01,Baix Llobregat,31.0,9.5,44.1,53.5,10 > 100 ha,11490.0,10499.0,1909.0,4218.0,1828.0,1745.0,16891.0,15.0,20.5,11.2,37.2,-1.9,712.0,65.9,2.0,W,Very high
2010-01-01,Baix Penedès,3.0,0.1,0.5,0.5,0 <10 ha,7175.0,8104.0,0.0,1580.0,7860.0,453.0,4409.0,15.0,20.4,10.3,37.2,-3.0,594.0,67.2,2.5,N,Low
2010-01-01,Barcelonès,5.0,0.0,0.4,0.4,0 <10 ha,1233.0,1144.0,217.0,142.0,13.0,48.0,11574.0,14.0,18.8,11.0,37.9,-3.1,695.0,66.0,4.3,SW,Low
2010-01-01,Berguedà,5.0,0.0,0.0,0.1,0 <10 ha,63278.0,20629.0,20410.0,2364.0,9513.0,25.0,2291.0,10.0,16.3,6.0,32.9,-8.9,945.0,77.3,1.4,SW,Moderate
2010-01-01,Cerdanya,2.0,0.0,2.4,2.4,0 <10 ha,24263.0,16878.0,7674.0,1015.0,2273.0,768.0,2136.0,8.0,15.5,0.2,32.1,-17.2,658.0,71.1,2.6,E,Low
2010-01-01,Conca de Barberà,8.0,0.5,8.1,8.5,0 <10 ha,20722.0,13510.0,471.0,2948.0,24797.0,383.0,2188.0,13.0,19.0,7.8,35.5,-6.2,498.0,68.3,2.9,W,High
2010-01-01,Garraf,8.0,35.7,24.3,60.1,10 > 100 ha,3855.0,6729.0,481.0,960.0,1604.0,173.0,4658.0,15.0,20.7,10.9,39.6,-3.0,629.0,69.3,0.7,S,Very high
2010-01-01,Garrigues,15.0,0.7,3.9,4.6,0 <10 ha,13450.0,15542.0,2.0,1198.0,34974.0,12177.0,2448.0,13.0,18.5,7.8,36.0,-6.9,420.0,63.8,2.4,S,Moderate
2010-01-01,Garrotxa,2.0,0.4,0.0,0.4,0 <10 ha,56454.0,2384.0,4496.0,1266.0,5144.0,1304.0,2383.0,13.0,19.9,6.8,37.6,-9.4,1007.0,72.5,1.4,SW,Moderate
